=============training from sratch============
Program ID: 18309

Program command: 
 ['TrainResNeXtVNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet', '1', '/home/hxie1/data/OvarianCancerCT/pixelSize223withLabel/numpy', '/home/hxie1/data/OvarianCancerCT/pixelSize223withLabel/numpyLabel', '0', '3,2,1']

Major program changes: 
     1  a V model with ResNeXt block: use z convolution, and then xy convolution, to implement 3D convolution.
     2  at ground truth, only check the segmented slices, about 3 slices per patient;
     3  the input is whole 3D volume, instead of ROI around a segmented slice;
     4  support input data augmentation: affine in xy plane, and translation in z direction;
     5  input Size: 231*251*251 with label, instead of previous SkyWatch Model of 29*140*140;
     6  treat all 1,2,3 labels as 1, in other words, do not differentiate primary, metastase, and nymph node;
     7  initializaiton LR is 0.1; considering zero padding and the bigger risk cost of missing cancer, adjust loss positive weight;
     4  add to 3 ResReXt Blocks in each layer in V model. 
    

Discarded changes:                  

Experiment setting:
Input CT data: maximum size 231*251*251 (zyx) of 3D numpy array with spacing size(3*2*2)

Loss Function:  BCELogitLoss

Data:   total 143 patients with weak annotaton label, 5-fold cross validation, test 29, validation 29, and training 85.  

Training strategy: 

          

Program starting Time: 2019-09-02 17:55:50.867314
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet/20190902_175550

Info: this is the 0th fold leave for test in the 5-fold cross-validation.

Info: batchSize = 12

Net parameters is saved in  /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet/20190902_175550.
5-fold cross validation: the 0th fold is for test, the 1th fold is for validation, remaining folds are for training.

training dataset: total 85 image files.

validation dataset: total 29 image files.

test dataset: total 29 image files.
Network has total 29,804,699 parameters.


************** Table of Training Log **************
Epoch	LearningRate		TrainingLoss	Dice		ValidationLoss	Dice		TestLoss	Dice
95	1.0000e-02		1559615.3770	0.10475		1910282.2917	0.09839		2429323.3125	0.12088
100	1.0000e-02		1631365.3281	0.10930		2084942.7500	0.09700		2517834.3333	0.11790
105	1.0000e-02		1528761.3711	0.11834		2116311.8750	0.10061		2549633.7292	0.12266
110	1.0000e-02		1606365.9590	0.11321		2323629.0000	0.09642		2645558.7500	0.12534
115	1.0000e-02		1634595.0918	0.11239		2063853.4167	0.09951		2432690.6458	0.12077
120	1.0000e-02		1429479.7549	0.11675		1893708.2708	0.11237		2431266.2083	0.13457
125	1.0000e-02		1469748.7793	0.13299		2197611.1458	0.11215		2567022.8958	0.13501
130	1.0000e-02		1403537.4087	0.12318		2125616.9167	0.10819		2512911.0417	0.13070
135	1.0000e-02		1498553.5605	0.11867		2079758.5417	0.12425		2571879.9583	0.14586
140	1.0000e-02		1375308.7314	0.12696		2213611.8125	0.11546		2565788.5208	0.13522
145	1.0000e-02		1313761.4873	0.13165		2335677.8750	0.10648		2586280.9375	0.12616
150	1.0000e-03		1427483.8025	0.13331		2228419.3125	0.10576		2443113.2292	0.12941
155	1.0000e-03		1312564.2715	0.13632		2276755.6667	0.11345		2527565.9583	0.13692
160	1.0000e-03		1276790.2063	0.13093		2388244.9167	0.10948		2569795.6667	0.13222
165	1.0000e-03		1343912.8516	0.12699		2299412.1458	0.11686		2578175.9375	0.13899
170	1.0000e-03		1331467.1416	0.12726		2219819.2917	0.11334		2452491.3125	0.13585
175	1.0000e-03		1376498.0845	0.12820		2234663.4167	0.11606		2505181.7708	0.13933
180	1.0000e-03		1309731.4832	0.13278		1978764.2917	0.11683		2370826.4583	0.13781
185	1.0000e-03		1443308.5039	0.12923		2142195.1250	0.11466		2368993.7083	0.13787
190	1.0000e-03		1335114.4395	0.12832		2311092.7083	0.11833		2552749.2708	0.13990
195	1.0000e-03		1362738.3301	0.13066		2354558.3333	0.11238		2507212.4583	0.13500
200	1.0000e-03		1254013.4629	0.12304		2177034.5833	0.11423		2443390.3125	0.13714
205	1.0000e-03		1283689.1191	0.13307		2241555.9167	0.11351		2449103.4167	0.13703
210	1.0000e-03		1204181.5312	0.14336		2522171.3125	0.11788		2673028.7708	0.14037
215	1.0000e-03		1245744.8779	0.14104		2251575.3125	0.11398		2430718.1875	0.13973
220	1.0000e-03		1274138.1582	0.13634		2275113.3125	0.11112		2498645.9583	0.13561
225	1.0000e-03		1344750.5703	0.12997		2103718.8750	0.11561		2368664.6458	0.13862
230	1.0000e-03		1164939.1602	0.13720		2083312.7083	0.11370		2365625.0208	0.13682
235	1.0000e-03		1184008.1094	0.13413		2025838.8542	0.11820		2430285.0417	0.14799
240	1.0000e-03		1387395.8857	0.12432		2260003.6667	0.11216		2499792.2917	0.14002
245	1.0000e-03		1344396.5547	0.13572		2100188.4792	0.11817		2425932.0833	0.14392
250	1.0000e-04		1267594.0015	0.12905		2252054.1667	0.11511		2521747.2708	0.13684
255	1.0000e-04		1348769.4922	0.14485		2244958.2917	0.11394		2488043.8750	0.13604
260	1.0000e-04		1280415.8525	0.13747		2110008.4792	0.11463		2423561.1667	0.14217
265	1.0000e-04		1207965.5117	0.14022		2223398.6458	0.11546		2440562.7917	0.13670
270	1.0000e-04		1245206.3145	0.13386		2100253.6875	0.11539		2430543.3542	0.14288
275	1.0000e-04		1181804.8418	0.13752		2307196.2083	0.11319		2508687.1667	0.13684
280	1.0000e-04		1272561.7188	0.13787		2231439.2917	0.11408		2467990.7083	0.13900
285	1.0000e-04		1189762.5215	0.13529		2272858.3750	0.11550		2497950.6875	0.14060
290	1.0000e-04		1251681.7188	0.12767		2193632.9167	0.10567		2793472.5625	0.12995
295	1.0000e-04		1251382.3945	0.13440		2016816.1250	0.11820		2368561.8750	0.14520
300	1.0000e-04		1231706.1875	0.13650		1931051.5208	0.11521		2338436.6458	0.14593
305	1.0000e-04		1297880.3730	0.13465		2333118.0208	0.11407		2588839.9583	0.13998
310	1.0000e-04		1220434.4985	0.12984		2372587.3125	0.11584		2591377.7917	0.14193
315	1.0000e-04		1181332.5723	0.13997		2313956.4167	0.11334		2558974.7708	0.14069
320	1.0000e-04		1245009.8218	0.13030		2450567.3542	0.11299		2623857.7083	0.13595
325	1.0000e-04		1197757.1387	0.14241		2132634.2083	0.11525		2424750.9583	0.14195
330	1.0000e-04		1199598.4004	0.14143		2049772.1667	0.12015		2474688.1250	0.14959
335	1.0000e-04		1269849.0410	0.13936		2296124.4583	0.11378		2526668.0417	0.14188
340	1.0000e-04		1287785.2539	0.13365		2203208.7292	0.11310		2420945.7083	0.13738
345	1.0000e-04		1171404.1143	0.14013		2435447.2292	0.11876		2701605.2083	0.14429
350	1.0000e-04		1433807.9304	0.13672		2410342.3333	0.11372		2597928.4583	0.13979
355	1.0000e-04		1236068.1484	0.13347		2334295.3333	0.11047		2512200.0208	0.13304
360	1.0000e-04		1294892.1738	0.13304		2260392.8333	0.11608		2575673.2292	0.14345
365	1.0000e-04		1432643.7065	0.13500		2333675.8333	0.11889		2627924.8958	0.14368
370	1.0000e-04		1260078.3047	0.13188		2206864.4583	0.11608		2480823.6667	0.14243
375	1.0000e-04		1301454.7422	0.14281		2187605.5208	0.11604		2463348.6667	0.14216
380	1.0000e-04		1301383.1250	0.13112		2071867.1875	0.11519		2362985.4583	0.13932
385	1.0000e-04		1230234.6328	0.13854		2106813.0417	0.11613		2401178.2708	0.14122
390	1.0000e-04		1328919.8779	0.13414		2275888.6042	0.11276		2475866.2083	0.13875
395	1.0000e-04		1299452.1821	0.13679		2334923.1250	0.11537		2528000.8750	0.13827
400	1.0000e-05		1210903.0664	0.14563		2267063.0833	0.11563		2504327.2292	0.14041
405	1.0000e-05		1300072.5713	0.14535		2053532.9583	0.11420		2378966.7083	0.14281
410	1.0000e-05		1259192.4307	0.13469		2342662.5625	0.11468		2591530.3958	0.13877
415	1.0000e-05		1176335.3447	0.13203		2316717.4167	0.11369		2541621.4792	0.14076
420	1.0000e-05		1283017.4717	0.14020		2149608.2500	0.11345		2398113.0833	0.13466
425	1.0000e-05		1210104.8804	0.13910		2334245.6667	0.11408		2514835.0000	0.13642
430	1.0000e-05		1274603.6641	0.13539		1966003.2917	0.11464		2406362.3750	0.14686
435	1.0000e-05		1220829.5371	0.13731		2210605.7500	0.11333		2436524.7708	0.13754
440	1.0000e-05		1235990.2544	0.13935		2231407.7708	0.11631		2466177.1875	0.13920
445	1.0000e-05		1198167.1680	0.14031		2344139.4167	0.11542		2560958.3750	0.14262
450	1.0000e-05		1239641.3528	0.13179		2269030.4583	0.11593		2521796.6042	0.14186
455	1.0000e-05		1235792.4995	0.14725		2292572.6667	0.11628		2558753.8958	0.13911
460	1.0000e-05		1307193.9766	0.13740		2338886.2708	0.11516		2573534.4583	0.14120
465	1.0000e-05		1230147.7344	0.13179		2222313.0833	0.11365		2500295.6250	0.13967
470	1.0000e-05		1331063.7422	0.13117		2091377.4375	0.10525		2719957.9375	0.12941
475	1.0000e-05		1285121.1523	0.14394		2195523.2083	0.11258		2424676.9583	0.13895
480	1.0000e-05		1342997.2227	0.13286		2141740.4583	0.11557		2415581.6667	0.14517
485	1.0000e-05		1268888.9561	0.14997		2062695.1250	0.11302		2334701.6458	0.14101
490	1.0000e-05		1211053.0498	0.14009		2325857.3958	0.12013		2589282.1667	0.14476
495	1.0000e-05		1320864.8809	0.13814		2359293.3125	0.11638		2551090.0000	0.13999
500	1.0000e-05		1211821.4570	0.13421		2150086.3333	0.11750		2497437.0417	0.14605
505	1.0000e-05		1288855.5386	0.14589		2220737.7500	0.11299		2461928.9167	0.14099
510	1.0000e-05		1220154.5781	0.13291		2143474.3333	0.11428		2425680.8750	0.14201
515	1.0000e-05		1208669.1680	0.14325		2143047.5000	0.11683		2443575.1042	0.14417
520	1.0000e-05		1191128.4629	0.14076		2207861.3750	0.11486		2419871.4167	0.13736
525	1.0000e-05		1310718.7236	0.14084		2084206.2083	0.11381		2370463.9375	0.14202
530	1.0000e-05		1353697.4062	0.13294		2319113.7083	0.11482		2496732.1042	0.14113
535	1.0000e-05		1164120.9961	0.13551		2301968.8958	0.11667		2584827.3125	0.14382
540	1.0000e-05		1249874.2295	0.13147		2249981.0000	0.11314		2457789.4375	0.13841
545	1.0000e-05		1178522.9023	0.13733		2280160.1875	0.11662		2564126.7708	0.14214
550	1.0000e-05		1204063.0605	0.13645		2442694.6042	0.11812		2649707.2083	0.13998
555	1.0000e-05		1245935.4531	0.13178		1936549.9375	0.11440		2320534.1875	0.14222
560	1.0000e-05		1216527.2344	0.13690		2221411.5625	0.11698		2517393.9583	0.14503
565	1.0000e-05		1350016.5309	0.14418		2384469.2083	0.11457		2571718.6667	0.13840
570	1.0000e-05		1487461.0342	0.13655		2191351.2500	0.11603		2452502.6458	0.13984
575	1.0000e-05		1415485.7031	0.13169		2141499.8750	0.11669		2442515.8333	0.14399
580	1.0000e-05		1229062.7383	0.13875		2144285.8542	0.11665		2413122.8333	0.14607
585	1.0000e-05		1370372.6562	0.13104		2248638.5833	0.11567		2518956.5000	0.14459
590	1.0000e-05		1270250.4199	0.13980		1987024.6875	0.11426		2311196.1667	0.13911
595	1.0000e-05		1152763.0332	0.13454		2214760.0208	0.11554		2447963.7292	0.14010
600	1.0000e-06		1323864.6240	0.13551		2478712.5417	0.11528		2680093.4583	0.13978
605	1.0000e-06		1273277.3047	0.13749		2107975.1458	0.10557		2649490.2708	0.12874
610	1.0000e-06		1319909.9268	0.13522		2236419.5833	0.11108		2452558.0833	0.13459
615	1.0000e-06		1260938.9707	0.12965		2341954.0625	0.11402		2570741.2500	0.14187
620	1.0000e-06		1214494.2939	0.14515		2247886.8333	0.11444		2464646.1458	0.13808
625	1.0000e-06		1258102.7217	0.14292		2148215.3958	0.11239		2395050.3333	0.13540
630	1.0000e-06		1250876.3904	0.13022		2002799.5000	0.11608		2379735.7500	0.14307
635	1.0000e-06		1205497.2969	0.13945		2235231.3750	0.11952		2559650.2708	0.14592
640	1.0000e-06		1227934.1953	0.12993		2291968.2083	0.11426		2512862.1667	0.13827
645	1.0000e-06		1258628.4482	0.13440		2183862.6667	0.11482		2420296.0000	0.13967
650	1.0000e-06		1272263.6221	0.13346		2365457.2500	0.11481		2563162.1667	0.13935
655	1.0000e-06		1266540.0332	0.13960		2210221.5000	0.11344		2447729.2292	0.14219
660	1.0000e-06		1272957.2891	0.13416		2174699.3125	0.10422		2861596.7500	0.12569
665	1.0000e-06		1296588.3379	0.13637		2225480.5000	0.11476		2513622.7500	0.14159
670	1.0000e-06		1202496.7773	0.13346		2264752.0000	0.11352		2473483.2917	0.13974
675	1.0000e-06		1226266.9434	0.13793		2235375.8333	0.11428		2477933.2083	0.13966
680	1.0000e-06		1206037.4922	0.12912		2200566.6458	0.11369		2433533.8750	0.13728
685	1.0000e-06		1349323.9834	0.13001		2381017.1042	0.11315		2543104.6667	0.13802
690	1.0000e-06		1166188.0850	0.13426		2264773.8125	0.11711		2552938.0625	0.14159
695	1.0000e-06		1293927.7324	0.13408		2332654.6667	0.11745		2550631.7917	0.14136
700	1.0000e-06		1276912.3369	0.13386		2203090.3125	0.11528		2500052.5625	0.14280
705	1.0000e-06		1138418.7817	0.13309		2121130.2500	0.11510		2417929.2083	0.13750
710	1.0000e-06		1287589.5391	0.13462		1988586.1875	0.11502		2345318.0417	0.14469
715	1.0000e-06		1289290.0156	0.13121		2366410.5417	0.11761		2613117.6667	0.14178
720	1.0000e-06		1223765.1323	0.13660		2252798.4167	0.11697		2552181.6042	0.14456
725	1.0000e-06		1296788.5645	0.13066		2235350.0417	0.11389		2475754.4583	0.13960
730	1.0000e-06		1186352.0527	0.13644		2385139.0000	0.11210		2519974.2917	0.13467
735	1.0000e-06		1335827.0488	0.13276		2286923.3542	0.11244		2460620.3958	0.13804
740	1.0000e-06		1210033.6973	0.14598		2263158.6875	0.11323		2494046.5000	0.13992
745	1.0000e-06		1251894.0938	0.13627		2385948.7917	0.11371		2589343.7917	0.13831
750	1.0000e-06		1175436.3037	0.13568		2313355.1458	0.11321		2504597.9792	0.13900
755	1.0000e-06		1395670.7129	0.13098		2197273.9375	0.11268		2437500.6042	0.14106
760	1.0000e-06		1254924.5420	0.13482		1956925.4792	0.11663		2348043.4792	0.13839
765	1.0000e-06		1248032.4697	0.13090		2221061.3333	0.11550		2486717.8333	0.14089
770	1.0000e-06		1265656.2743	0.13956		2192041.5833	0.11499		2484850.2917	0.14318
775	1.0000e-06		1239318.9541	0.13414		2404173.7917	0.11977		2691612.3958	0.14499
780	1.0000e-06		1314479.1628	0.14276		1984393.2292	0.11523		2353953.4583	0.14188
785	1.0000e-06		1227235.0786	0.13258		2257348.6667	0.11605		2531293.7292	0.13867
790	1.0000e-06		1310804.2642	0.14051		2337546.3958	0.11496		2539610.3333	0.13861
795	1.0000e-06		1202287.8164	0.15037		1954494.8750	0.11300		2288521.4375	0.13989
800	1.0000e-06		1141202.6133	0.13777		2193560.0625	0.11465		2459303.4375	0.14305
805	1.0000e-06		1236491.0361	0.14348		2323789.7500	0.11372		2531322.0208	0.14109
810	1.0000e-06		1243077.5938	0.13325		2368447.6667	0.11379		2539810.2292	0.13721
815	1.0000e-06		1315419.2539	0.13487		2284253.8750	0.11357		2503234.0417	0.14094
820	1.0000e-06		1341304.0859	0.12664		2471292.8542	0.11349		2690139.4167	0.13469
825	1.0000e-06		1236426.1719	0.13557		2210815.2708	0.11875		2528157.2083	0.14586
830	1.0000e-06		1201442.3979	0.14021		2068207.1250	0.11293		2379783.6875	0.14182
835	1.0000e-06		1348989.1250	0.13197		2131824.2917	0.11651		2462234.3958	0.14626
840	1.0000e-06		1206892.1582	0.13268		2148676.1667	0.11789		2461343.8958	0.14639
845	1.0000e-06		1265519.9863	0.12937		2307718.8958	0.11436		2507571.8958	0.14007
850	1.0000e-06		1298458.9961	0.13081		2189318.4167	0.11474		2409950.8125	0.13692
855	1.0000e-06		1245180.9019	0.13007		2239801.2083	0.11414		2438101.2083	0.13796
860	1.0000e-06		1287004.4966	0.13893		2206150.8750	0.11593		2502719.4792	0.14186
865	1.0000e-06		1235442.1182	0.13812		2136597.9167	0.11359		2407196.9583	0.13815
870	1.0000e-06		1235943.9023	0.13733		2462422.0417	0.11714		2669713.5417	0.14076
875	1.0000e-06		1261001.1807	0.13942		2107269.8333	0.11439		2425437.8125	0.14051
880	1.0000e-06		1186252.8091	0.13728		2296899.5833	0.11344		2525551.0625	0.13892
885	1.0000e-06		1297186.1133	0.14066		2244172.9583	0.11410		2466218.9792	0.14146
890	1.0000e-06		1275533.4858	0.13218		2217174.2083	0.11501		2477216.6250	0.14221
895	1.0000e-06		1242805.6992	0.13978		2175629.6667	0.11411		2437715.3750	0.14025
900	1.0000e-06		1197646.7822	0.13077		2233939.7917	0.11532		2503245.2292	0.14176
905	1.0000e-06		1274365.1797	0.13562		2211909.2292	0.11386		2449586.0208	0.14151
910	1.0000e-06		1233836.2227	0.14252		2156791.1458	0.11405		2406446.8125	0.14111
915	1.0000e-06		1240374.1216	0.14530		2221334.4792	0.11736		2520088.3958	0.14187
920	1.0000e-06		1251697.2988	0.13663		2212022.2500	0.11566		2504769.3125	0.14529
925	1.0000e-06		1166633.9834	0.13169		2131685.6042	0.11648		2467528.3750	0.14316
930	1.0000e-06		1307475.4043	0.13504		2397738.2083	0.11761		2610350.2500	0.13924
935	1.0000e-06		1234398.5938	0.14238		1970320.7083	0.11457		2321152.6250	0.14424
940	1.0000e-06		1281386.3130	0.14167		2315955.7292	0.11868		2569083.3750	0.14519
945	1.0000e-06		1255059.2314	0.14200		2343208.6250	0.11514		2560702.1458	0.14062
950	1.0000e-06		1151680.6758	0.13485		2222810.8125	0.11741		2544362.2708	0.14478
955	1.0000e-06		1292758.1426	0.13551		2139858.7917	0.11304		2387650.3750	0.13917
960	1.0000e-06		1105960.5356	0.14114		2186162.0000	0.11342		2445763.3958	0.14056
965	1.0000e-06		1218676.3262	0.13243		2294884.6667	0.11208		2479749.1042	0.13434
970	1.0000e-06		1217218.9480	0.13962		2206824.8542	0.11354		2439540.2500	0.13875
975	1.0000e-06		1206580.5879	0.13975		2244194.6667	0.11435		2485267.2083	0.14110
980	1.0000e-06		1346005.9707	0.13228		1932719.4167	0.11441		2287390.9583	0.13999
985	1.0000e-06		1185310.1006	0.14676		2205290.9583	0.11541		2474117.7500	0.14212
990	1.0000e-06		1301083.2324	0.13568		2060867.4375	0.11377		2348511.4375	0.14039
995	1.0000e-06		1303527.5156	0.13846		2351932.8125	0.10193		3043521.6250	0.12428
1000	1.0000e-07		1175030.8379	0.13650		2315219.3125	0.11265		2513921.9792	0.13866
1005	1.0000e-07		1218280.4336	0.14043		2332958.4167	0.11657		2563069.8333	0.14263
1010	1.0000e-07		1247798.4355	0.13568		2344711.7500	0.11988		2651574.4792	0.14336
1015	1.0000e-07		1122766.9614	0.14622		2267265.9167	0.11358		2491017.9792	0.13693
1020	1.0000e-07		1233442.0879	0.13062		2378587.8333	0.11429		2590321.3333	0.13903
1025	1.0000e-07		1210723.2402	0.13750		2305315.2708	0.11517		2511485.1875	0.13906
1030	1.0000e-07		1246815.6602	0.13486		2330443.1875	0.11481		2555438.1250	0.13792
1035	1.0000e-07		1529798.7573	0.12610		2468379.9792	0.11785		2688968.3333	0.14282
1040	1.0000e-07		1206646.2949	0.13538		2329243.6458	0.11653		2531104.8542	0.14379
1045	1.0000e-07		1282964.2949	0.13816		2242545.5208	0.11342		2472792.8333	0.13924
1050	1.0000e-07		1216380.9062	0.13864		2299617.0208	0.11844		2573603.4375	0.14342
1055	1.0000e-07		1285114.2861	0.14002		2169190.2083	0.11418		2401248.6667	0.13843
1060	1.0000e-07		1299996.0479	0.13559		2351859.0833	0.11478		2525625.5625	0.13846
1065	1.0000e-07		1237672.6782	0.13238		2402267.1042	0.11339		2570836.2083	0.13933
1070	1.0000e-07		1268785.4873	0.13126		2269914.8542	0.11323		2491970.2917	0.13894
1075	1.0000e-07		1319155.3965	0.13440		2360457.5000	0.11462		2547560.8125	0.14058
1080	1.0000e-07		1186206.3730	0.13553		2118946.2083	0.11303		2362015.9375	0.14071
1085	1.0000e-07		1227569.2617	0.14410		2102470.1458	0.11738		2500203.6458	0.14603
1090	1.0000e-07		1223180.2983	0.14158		2335384.2917	0.11621		2575287.2292	0.14355
1095	1.0000e-07		1180002.9983	0.13338		2259627.9792	0.11447		2489155.2083	0.13595
1100	1.0000e-07		1131630.1660	0.13300		2318774.3333	0.11598		2561093.2917	0.14276
1105	1.0000e-07		1276678.7812	0.12965		2378287.8958	0.11469		2591225.7500	0.14002
1110	1.0000e-07		1139447.0156	0.14172		2267288.3125	0.11490		2491842.6042	0.14217
1115	1.0000e-07		1288949.3652	0.13252		2312212.2083	0.11432		2505622.8125	0.14052
1120	1.0000e-07		1197641.0640	0.13239		2152465.1875	0.11730		2397267.9792	0.14040
1125	1.0000e-07		1231470.6602	0.13978		2070738.6875	0.11733		2417238.0417	0.14133
1130	1.0000e-07		1312025.0664	0.13499		2046584.5625	0.11394		2386608.9792	0.14409
1135	1.0000e-07		1378743.9023	0.13586		2063642.8750	0.11622		2359598.7500	0.13942
1140	1.0000e-07		1209919.6514	0.14466		2303282.7083	0.11392		2528455.5625	0.13967
1145	1.0000e-07		1290885.5996	0.13394		2300619.7917	0.11414		2498237.7292	0.13846
1150	1.0000e-07		1187650.8984	0.14472		2279940.5833	0.11561		2499076.9792	0.14418
1155	1.0000e-07		1281639.4062	0.13267		2193058.6458	0.11557		2474833.5833	0.14218
1160	1.0000e-07		1380310.5801	0.13619		2190976.9792	0.11475		2429756.9792	0.13989
1165	1.0000e-07		1161488.0752	0.14982		2406223.0625	0.11210		2574158.6250	0.13433
1170	1.0000e-07		1222469.5625	0.14408		2188912.6458	0.11497		2449824.3750	0.14366
1175	1.0000e-07		1276916.7588	0.13289		2108142.6250	0.11454		2371400.6250	0.13868
1180	1.0000e-07		1317664.8071	0.14348		2448870.3958	0.11367		2618850.2500	0.13773
1185	1.0000e-07		1251151.6050	0.13571		2295044.1042	0.11715		2553909.1875	0.13990
1190	1.0000e-07		1239012.7881	0.14388		2155919.5417	0.11667		2436116.2500	0.14111
1195	1.0000e-07		1279295.8633	0.12925		2329702.4583	0.11643		2598053.4583	0.13878
1200	1.0000e-07		1171899.1660	0.13832		2298164.3333	0.11444		2538632.0417	0.13812
1205	1.0000e-07		1288668.5967	0.13612		2219015.8333	0.11565		2518962.5000	0.14031
1210	1.0000e-07		1246390.4668	0.13089		2138533.6042	0.11461		2397210.5625	0.13857
1215	1.0000e-07		1243330.6836	0.14384		2311646.5625	0.11296		2503843.3958	0.13752
