Program ID of SkyWatcher Network training:29195

Program command: 
 ['TrainSkyWatcher.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Labels_ROI_23_127_127', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      And Only when epoch %5 ==0, print log and save.
                      Along the encoder, use fixed number of filter of 32
                      Use BatchNorm1d in FC layer, instead of InstanceNorm1d.
                      

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)
segmentation label: 23*127*127 with spacing size(5*2*2) segmentation label with value (0,1,2) which erases lymph node label

This is a multi-task learning. 

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.
segmentation loss function: focus loss  with weight [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.
        

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-17 10:08:07.547788
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files, where positive response rate = 0.7071428571428572 in full data
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
Infor: In Validataion set, 19 1's, and positive response rate = 0.7037037037037037
Infor: In trainning set, 80 1's,  positive response rate = 0.7079646017699115
Infor: program is in multi samples running model.
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = (32, 1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 514,084 parameters.
Infor: Response Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Infor: Segmentation Cross Entropy Weight: [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)
Loss Functions List: FocalCELoss with weight of 1; 	FocalCELoss with weight of 1; 
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), 	
 test Dice_2 is for metastasis(yellow), 	
 and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), 	
 TPR_2 is for metastasis(yellow), 	
 and TPR_3 is for invaded lymph node(brown).

Dice is based on all 2D segmented slices in the volume from weak annotation, not real 3D dice.

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TNR_r		TsLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TNR_r
0	0.9997	0.089	0.117	0.036	0.987	0.746	0.222	0.4732	0.4375	0.5625		0.7425	0.103	0.123	0.050	0.970	0.896	0.361	0.5417	0.7059	0.1429
5	0.5806	0.160	0.225	0.073	0.917	0.631	0.570	0.5893	0.6582	0.4242		0.6764	0.175	0.249	0.111	0.901	0.734	0.632	0.7083	0.8824	0.2857
10	0.4702	0.202	0.321	0.104	0.862	0.573	0.699	0.5804	0.6329	0.4545		0.4827	0.204	0.330	0.144	0.867	0.807	0.725	0.6667	0.8750	0.2500
15	0.4359	0.218	0.345	0.108	0.906	0.629	0.716	0.6250	0.6456	0.5758		0.4602	0.264	0.368	0.211	0.848	0.909	0.697	0.5833	0.7647	0.1429
20	0.4545	0.205	0.326	0.128	0.898	0.723	0.716	0.6339	0.6962	0.4848		0.7074	0.181	0.298	0.121	0.931	0.737	0.875	0.5417	0.7059	0.1429
25	0.3505	0.229	0.406	0.136	0.940	0.732	0.822	0.7054	0.7215	0.6667		0.5393	0.260	0.328	0.211	0.916	0.796	0.846	0.5000	0.6875	0.1250
30	0.3771	0.228	0.406	0.137	0.905	0.748	0.759	0.6071	0.6835	0.4242		0.4648	0.228	0.303	0.174	0.901	0.909	0.722	0.5000	0.6111	0.1667
35	0.3600	0.242	0.403	0.147	0.910	0.798	0.745	0.6339	0.7125	0.4375		0.4323	0.247	0.320	0.173	0.942	0.776	0.892	0.4583	0.5294	0.2857
40	0.3523	0.248	0.407	0.163	0.932	0.764	0.799	0.6696	0.7468	0.4848		0.3936	0.250	0.308	0.222	0.943	0.887	0.865	0.4583	0.5625	0.2500
45	0.3231	0.258	0.424	0.166	0.956	0.783	0.855	0.7054	0.7848	0.5152		0.4308	0.309	0.373	0.300	0.880	0.872	0.788	0.5417	0.6250	0.3750
50	0.2802	0.271	0.449	0.186	0.948	0.868	0.822	0.7589	0.7722	0.7273		0.5305	0.252	0.349	0.213	0.865	0.789	0.810	0.5417	0.5556	0.5000
55	0.2967	0.270	0.436	0.182	0.922	0.823	0.796	0.7589	0.7722	0.7273		0.4213	0.277	0.298	0.267	0.896	0.821	0.863	0.5000	0.5882	0.2857
60	0.2637	0.295	0.460	0.217	0.929	0.867	0.824	0.7232	0.7848	0.5758		0.4151	0.305	0.349	0.280	0.876	0.820	0.825	0.3750	0.4375	0.2500
65	0.2346	0.304	0.477	0.217	0.946	0.909	0.843	0.7679	0.7848	0.7273		0.5083	0.307	0.320	0.326	0.883	0.816	0.834	0.5000	0.5263	0.4000
70	0.2778	0.266	0.455	0.185	0.931	0.828	0.863	0.7589	0.8250	0.5938		0.5135	0.265	0.278	0.265	0.895	0.851	0.795	0.6250	0.7647	0.2857
75	0.2477	0.288	0.456	0.212	0.950	0.895	0.848	0.7411	0.7722	0.6667		0.6605	0.266	0.357	0.223	0.891	0.627	0.804	0.6667	0.8235	0.2857
80	0.2616	0.281	0.444	0.198	0.952	0.855	0.884	0.7679	0.8000	0.6875		0.6575	0.264	0.315	0.229	0.936	0.840	0.901	0.5417	0.5556	0.5000
85	0.1832	0.304	0.472	0.225	0.922	0.918	0.850	0.8750	0.9114	0.7879		0.8385	0.266	0.254	0.283	0.915	0.800	0.846	0.4583	0.6250	0.1250
90	0.2701	0.272	0.434	0.188	0.946	0.863	0.838	0.7679	0.7595	0.7879		0.6008	0.250	0.243	0.186	0.926	0.578	0.929	0.5417	0.6111	0.3333
95	0.2751	0.272	0.457	0.179	0.931	0.888	0.810	0.7411	0.7975	0.6061		0.5539	0.222	0.286	0.165	0.899	0.805	0.877	0.7500	0.8235	0.5714
