Program ID of SkyWatcher Network training:16124

Program command: 
 ['TrainSkyWatcher.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Labels_ROI_23_127_127', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      And Only when epoch %5 ==0, print log and save.
                      Along the encoder, use more filters. And the first layer has 32 filters.
                      Use BatchNorm1d in FC layer, instead of InstanceNorm1d.
                      

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)
segmentation label: 23*127*127 with spacing size(5*2*2) segmentation label with value (0,1,2) which erases lymph node label

This is a multi-task learning. 

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.
segmentation loss function: focus loss  with weight [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.
        

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-14 16:04:47.411359
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files, where positive response rate = 0.7071428571428572 in full data
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
Infor: In Validataion set, 19 1's, and positive response rate = 0.7037037037037037
Infor: In trainning set, 80 1's,  positive response rate = 0.7079646017699115
Infor: program is in multi samples running model.
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = (512, 1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 21,463,684 parameters.
Infor: Response Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Infor: Segmentation Cross Entropy Weight: [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)
Loss Functions List: FocalCELoss with weight of 1; 	FocalCELoss with weight of 1; 
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), 	
 test Dice_2 is for metastasis(yellow), 	
 and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), 	
 TPR_2 is for metastasis(yellow), 	
 and TPR_3 is for invaded lymph node(brown).

Dice is based on all 2D segmented slices in the volume from weak annotation, not real 3D dice.

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TNR_r		TsLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TNR_r
0	0.9632	0.068	0.065	0.033	0.379	0.192	0.174	0.5000	0.5000	0.5000		1.8461	0.111	0.089	0.045	0.569	0.236	0.384	0.5417	0.5000	0.6250
5	0.5547	0.194	0.188	0.118	0.867	0.480	0.568	0.5536	0.6750	0.2500		0.7161	0.201	0.095	0.066	0.803	0.177	0.625	0.4167	0.4375	0.3750
10	0.4729	0.210	0.268	0.155	0.890	0.614	0.745	0.5804	0.6582	0.3939		0.5736	0.235	0.238	0.083	0.837	0.299	0.717	0.4583	0.3529	0.7143
15	0.4775	0.204	0.275	0.191	0.930	0.697	0.688	0.4554	0.5250	0.2812		0.5724	0.250	0.353	0.087	0.864	0.679	0.373	0.6667	0.8824	0.1429
20	0.4220	0.244	0.365	0.200	0.918	0.798	0.703	0.5625	0.6709	0.3030		0.6600	0.258	0.362	0.084	0.843	0.648	0.468	0.2917	0.1875	0.5000
25	0.3945	0.239	0.338	0.200	0.932	0.753	0.770	0.5268	0.5823	0.3939		0.7968	0.274	0.290	0.111	0.765	0.388	0.556	0.3333	0.2941	0.4286
30	0.3784	0.261	0.376	0.203	0.905	0.816	0.746	0.5714	0.7215	0.2121		0.7359	0.248	0.368	0.091	0.796	0.509	0.549	0.2917	0.1875	0.5000
35	0.3592	0.261	0.386	0.204	0.947	0.785	0.771	0.6518	0.7722	0.3636		0.6333	0.279	0.443	0.085	0.808	0.671	0.629	0.2917	0.1875	0.5000
40	0.4431	0.240	0.316	0.187	0.856	0.632	0.702	0.6429	0.8228	0.2121		0.6151	0.251	0.387	0.057	0.676	0.650	0.276	0.6667	0.8824	0.1429
45	0.3945	0.235	0.348	0.209	0.930	0.761	0.764	0.6161	0.6750	0.4688		0.6157	0.259	0.358	0.104	0.865	0.683	0.468	0.5417	0.6111	0.3333
50	0.4044	0.246	0.375	0.199	0.893	0.738	0.721	0.5804	0.7089	0.2727		0.5568	0.207	0.274	0.089	0.844	0.739	0.467	0.6667	0.8235	0.2857
55	0.3497	0.260	0.377	0.211	0.944	0.848	0.802	0.6161	0.6500	0.5312		0.6158	0.265	0.385	0.086	0.699	0.733	0.327	0.5000	0.5882	0.2857
60	0.3639	0.262	0.386	0.206	0.917	0.742	0.813	0.5536	0.6962	0.2121		0.6848	0.275	0.392	0.078	0.710	0.519	0.541	0.5833	0.8125	0.1250
65	0.4361	0.228	0.334	0.168	0.910	0.601	0.768	0.5179	0.6709	0.1515		0.6344	0.235	0.410	0.077	0.804	0.748	0.481	0.7500	0.9375	0.3750
70	0.3675	0.260	0.406	0.199	0.923	0.754	0.818	0.5893	0.7468	0.2121		0.5691	0.282	0.446	0.092	0.782	0.786	0.423	0.7083	0.8824	0.2857
75	0.3253	0.260	0.378	0.224	0.940	0.804	0.835	0.6875	0.8000	0.4062		0.6881	0.277	0.433	0.081	0.779	0.777	0.429	0.5000	0.5882	0.2857
80	0.3533	0.257	0.370	0.213	0.907	0.759	0.822	0.6071	0.6709	0.4545		0.7676	0.232	0.362	0.087	0.806	0.585	0.560	0.6667	0.7500	0.5000
85	0.3265	0.281	0.429	0.224	0.928	0.771	0.842	0.5982	0.7250	0.2812		0.5878	0.255	0.421	0.080	0.850	0.795	0.558	0.6667	0.7222	0.5000
90	0.3080	0.278	0.427	0.225	0.933	0.881	0.814	0.6161	0.7595	0.2727		0.5089	0.309	0.459	0.098	0.702	0.625	0.428	0.6667	0.8824	0.1429
95	0.3055	0.283	0.427	0.237	0.938	0.878	0.830	0.6429	0.7595	0.3636		0.6031	0.299	0.415	0.085	0.746	0.591	0.403	0.5417	0.7059	0.1429
