=============training from sratch============
Program ID: 14657

Program command: 
 ['TrainResAttentionNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json', '1', '1']

Major program changes: 
            ResNeXt-based Attention Net: use 2D network to implement 3D convolution without losing 3D context information. 
            0   the input is a 3D full volume without any cropping; 
            1   Use slices as features channels in convolutions,  and use 1*1 convolution along slices direction to implement z direction convolution followed by 3*3 convolutino inside slice planes;
                It just uses three cascading 2D convolutions (first z, then xy, and z direction again) to implement 3D convolution, like in the paper of ResNeXt below.
                The benefits of this design:
                A   reduce network parameters, hoping to reducing overfitting;
                B   speed up training;
                C   this implemented 3D convolutions are all in full slices space;
            2   use group convolution to implement thick slice convolution to increase the network representation capability;
            3   Use ResNeXt-based module like Paper "Aggregated Residual Transformations for Deep Neural Networks " 
                (Link: http://openaccess.thecvf.com/content_cvpr_2017/html/Xie_Aggregated_Residual_Transformations_CVPR_2017_paper.html);
            4   use rich 2D affine transforms slice by slice and concatenate them to implement 3D data augmentation;
            5   20% data for independent test, remaining 80% data for 4-fold cross validation;
            6   add lossweight to adjust positive samples to 3/7 posweight in BCEWithLogitsLoss;
            
            Update:
            1    reduced network parameters to 3.14 million in July 27th, 2019, 0840am
            2    at 15:00 of July 27th, 2019, reduce network parameter again. Now each stage has 160 filters, with 1.235 million parameters
            3    keep 2) parameter, change all maxpooling into average pooling.
            4    At July 29th 09:37am, 2019, reduce filters to 96 to further reduce parameters, keep avgPool.
            5    at July 29th 11:25am, 2019,  reduce filter number to 48, and redue one stage
            6    at July 29th 12:41, 2019:
                    add GPUID in command line;
                    use SGD optimizer, instead of Adam
                    add numbers of filters along deeper layer with step 12.
                    add saveDir's tims stamp;
            7    at July 29th 15:18, 2019,
                    change learning rate step_size = 5 from 10;
                    before FC, we use conv2d
                    learning rate start at 0.5.
            8    at July 30th 03:00, 2019:
                    add learning rate print;
                    use convStride =2;
                    add filter number by 2 times along deeper layers.
            9    at July 30th, 10:13, 2019:
                    add MaxPool2d in stage1;
                    add final filters to 2048.
                                            
                    
            
            
Discarded changes:                  
                  

Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   training data has 169 patients 

Training strategy: 

          

Program starting Time: 2019-07-30 10:30:08.089944
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten/20190730_103008

Info: this is the 1th fold leave for test in the 4-fold cross-validation, with 20.0% of data for independent test.

Infor: In all data of 169 files, label 0 has 51 files,
	  and label 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: the independent test set has 34 files,and Training including validation Set has 135 files which will be divided into 4 folds.
In the independent test set of 34 files, 0 has 10, 1 has 24, the rate of 1s is 0.7058823529411765
In this test_1 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
In this train_1 dataset, total 101 files, where 1 has 70 with rate of 0.693069306930693
In this validation_1 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
=== Network trains from scratch ====
Network has total 294,823,412 parameters.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	LearningRate		TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
0	1.0000e-02		1.1578	0.4653	0.4143	0.5806		0.4091	0.2941	0.0000	1.0000		0.4091	0.2941	0.0000	1.0000
5	1.0000e-02		1.6277	0.5347	0.6286	0.3226		3.0479	0.4706	0.4583	0.5000		1.3769	0.5294	0.3333	1.0000
10	9.5000e-03		0.8288	0.4851	0.4429	0.5806		0.8405	0.7059	1.0000	0.0000		0.4010	0.7647	1.0000	0.2000
15	9.5000e-03		0.7432	0.5149	0.5429	0.4516		0.5373	0.6471	0.9167	0.0000		0.6166	0.7059	0.9167	0.2000
20	9.0250e-03		0.5613	0.5545	0.6286	0.3871		0.5089	0.3235	0.0417	1.0000		0.5293	0.3235	0.0417	1.0000
25	9.0250e-03		0.4341	0.3663	0.1857	0.7742		0.3862	0.4412	0.2917	0.8000		0.4243	0.5294	0.3750	0.9000
30	8.5737e-03		0.4782	0.5941	0.7143	0.3226		0.4696	0.5588	0.7083	0.2000		0.3908	0.5000	0.7083	0.0000
35	8.5737e-03		0.4759	0.4158	0.2286	0.8387		0.4173	0.4118	0.3333	0.6000		0.4033	0.5882	0.4167	1.0000
40	8.1451e-03		0.4104	0.4356	0.2143	0.9355		0.3394	0.7647	1.0000	0.2000		0.3477	0.6471	0.9167	0.0000
45	8.1451e-03		0.3979	0.4752	0.2714	0.9355		0.3446	0.5000	0.3333	0.9000		0.3600	0.5882	0.4167	1.0000
50	7.7378e-03		0.4120	0.4356	0.2429	0.8710		0.3512	0.5588	0.3750	1.0000		0.3488	0.5882	0.4167	1.0000
55	7.7378e-03		0.4013	0.6139	0.6857	0.4516		0.7048	0.4412	0.3333	0.7000		0.3172	0.6176	0.4583	1.0000
60	7.3509e-03		0.3995	0.5842	0.6286	0.4839		0.3818	0.5294	0.3750	0.9000		0.3727	0.6176	0.4583	1.0000
65	7.3509e-03		0.3882	0.4554	0.2429	0.9355		0.3621	0.4706	0.2917	0.9000		0.3718	0.5294	0.3333	1.0000
70	6.9834e-03		0.4300	0.4257	0.2429	0.8387		0.3990	0.4412	0.2917	0.8000		0.3816	0.6176	0.4583	1.0000
75	6.9834e-03		0.4054	0.5149	0.3429	0.9032		0.3729	0.4706	0.2917	0.9000		0.3733	0.5588	0.3750	1.0000
80	6.6342e-03		0.3957	0.4653	0.2714	0.9032		0.3663	0.5000	0.2917	1.0000		0.3911	0.4118	0.1667	1.0000
85	6.6342e-03		0.3757	0.5050	0.3143	0.9355		0.4371	0.4412	0.3333	0.7000		0.3236	0.5882	0.4167	1.0000
90	6.3025e-03		0.4069	0.6832	0.9286	0.1290		0.3936	0.5000	0.4167	0.7000		0.3375	0.5882	0.4167	1.0000
95	6.3025e-03		0.4093	0.5347	0.4143	0.8065		0.3861	0.5294	0.4583	0.7000		0.3541	0.6176	0.5000	0.9000
100	5.9874e-03		0.5036	0.5446	0.4000	0.8710		0.4364	0.5000	0.4167	0.7000		0.3300	0.5588	0.4583	0.8000
105	5.9874e-03		0.3841	0.5644	0.4000	0.9355		0.3496	0.5588	0.4583	0.8000		0.3390	0.5882	0.4167	1.0000
110	5.6880e-03		0.3871	0.5644	0.4286	0.8710		0.3559	0.5000	0.4167	0.7000		0.3492	0.6471	0.5000	1.0000
115	5.6880e-03		0.3675	0.6337	0.5286	0.8710		0.3640	0.5294	0.4167	0.8000		0.3340	0.6176	0.5417	0.8000
120	5.4036e-03		0.3805	0.6139	0.4714	0.9355		0.3897	0.5000	0.4583	0.6000		0.3407	0.6471	0.5417	0.9000
