Program ID of SkyWatcher Network training:3764

Program command: 
 ['TrainSkyWatcherPurePrediction.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher/PurePrediction', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      Directly use 3D data for treatment prediction without segmentation. 
                      Number of filters in encoder is 64.
                      Only epoch %5 ==0, print log
                      Use BatchNorm1d in FC layer, instead of InstanceNorm1d.
                      relaunch running at June 15th.  
                       

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.


Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-15 08:24:56.123716
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher/PurePrediction

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files, where positive response rate = 0.7071428571428572 in full data
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
Infor: In Validataion set, 19 1's, and positive response rate = 0.7037037037037037
Infor: In trainning set, 80 1's,  positive response rate = 0.7079646017699115
Infor: program is in multi samples running model.
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = (64, 1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 2,040,900 parameters.
Infor: Response Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Loss Functions List: FocalCELoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Accura	TPR_r	TNR_r		TsLoss	Accura	TPR_r	TNR_r
1335	0.0187	1.0000	1.0000	1.0000		0.2613	0.6667	0.8333	0.1667
1340	0.0179	1.0000	1.0000	1.0000		0.2734	0.5833	0.7778	0.0000
1345	0.0171	1.0000	1.0000	1.0000		0.3994	0.5833	0.8125	0.1250
1350	0.0403	0.9643	1.0000	0.8788		0.3009	0.6250	0.7895	0.0000
1355	0.0167	1.0000	1.0000	1.0000		0.2167	0.7083	0.8421	0.2000
1360	0.0225	1.0000	1.0000	1.0000		0.3350	0.6250	0.8750	0.1250
1365	0.0197	0.9911	0.9873	1.0000		0.3225	0.6250	0.8235	0.1429
1370	0.0229	1.0000	1.0000	1.0000		0.3256	0.6250	0.7778	0.1667
1375	0.0399	0.9643	1.0000	0.8788		0.3252	0.5417	0.7500	0.1250
1380	0.0195	1.0000	1.0000	1.0000		0.4376	0.6250	0.8750	0.1250
1385	0.0207	1.0000	1.0000	1.0000		0.3919	0.5417	0.7500	0.1250
1390	0.0151	1.0000	1.0000	1.0000		0.3290	0.5833	0.8125	0.1250
1395	0.0187	1.0000	1.0000	1.0000		0.3374	0.5417	0.7500	0.1250
1400	0.0220	1.0000	1.0000	1.0000		0.3680	0.6250	0.8750	0.1250
1405	0.0425	0.9643	1.0000	0.8788		0.3455	0.5833	0.7647	0.1429
1410	0.0144	1.0000	1.0000	1.0000		0.3643	0.6667	0.9375	0.1250
1415	0.0170	1.0000	1.0000	1.0000		0.3288	0.6667	0.8333	0.1667
1420	0.0239	0.9911	0.9873	1.0000		0.3539	0.5417	0.7500	0.1250
1425	0.0171	1.0000	1.0000	1.0000		0.3268	0.5000	0.6875	0.1250
1430	0.0387	0.9554	0.9875	0.8750		0.3316	0.5833	0.7647	0.1429
1435	0.0421	0.9643	1.0000	0.8750		0.2215	0.6250	0.7647	0.2857
1440	0.0165	1.0000	1.0000	1.0000		0.2670	0.6250	0.8235	0.1429
1445	0.0221	1.0000	1.0000	1.0000		0.3849	0.5833	0.8125	0.1250
1450	0.0184	1.0000	1.0000	1.0000		0.3201	0.5833	0.8125	0.1250
1455	0.0666	0.9196	1.0000	0.7273		0.3846	0.6250	0.8235	0.1429
1460	0.0229	1.0000	1.0000	1.0000		0.3479	0.5417	0.7500	0.1250
1465	0.0386	0.9643	1.0000	0.8750		0.3092	0.5833	0.7500	0.2500
1470	0.0140	1.0000	1.0000	1.0000		0.2981	0.5833	0.7647	0.1429
1475	0.0181	1.0000	1.0000	1.0000		0.3093	0.5833	0.7647	0.1429
1480	0.0211	1.0000	1.0000	1.0000		0.3501	0.5833	0.7647	0.1429
1485	0.0141	1.0000	1.0000	1.0000		0.3401	0.5833	0.7647	0.1429
1490	0.0161	1.0000	1.0000	1.0000		0.3501	0.5417	0.7647	0.0000
1495	0.0203	0.9911	0.9873	1.0000		0.2328	0.6250	0.8235	0.1429
1500	0.0180	1.0000	1.0000	1.0000		0.3253	0.5417	0.7500	0.1250
1505	0.0219	0.9911	0.9875	1.0000		0.3784	0.5833	0.8125	0.1250
1510	0.0403	0.9643	1.0000	0.8750		0.3878	0.5833	0.7647	0.1429
1515	0.0400	0.9643	1.0000	0.8750		0.3366	0.7083	0.8421	0.2000
1520	0.0185	0.9911	0.9875	1.0000		0.3877	0.6250	0.8235	0.1429
1525	0.0185	0.9911	0.9875	1.0000		0.3228	0.5417	0.7059	0.1429
1530	0.0194	1.0000	1.0000	1.0000		0.3387	0.6250	0.8235	0.1429
1535	0.0174	1.0000	1.0000	1.0000		0.3577	0.6250	0.8750	0.1250
1540	0.0181	1.0000	1.0000	1.0000		0.2691	0.5833	0.7500	0.2500
1545	0.0206	1.0000	1.0000	1.0000		0.3453	0.5000	0.6875	0.1250
1550	0.0149	1.0000	1.0000	1.0000		0.3469	0.6250	0.8750	0.1250
1555	0.0472	0.9643	1.0000	0.8750		0.4503	0.6667	0.8333	0.1667
1560	0.0204	1.0000	1.0000	1.0000		0.3463	0.5417	0.7500	0.1250
1565	0.0207	1.0000	1.0000	1.0000		0.2503	0.5833	0.7647	0.1429
1570	0.0399	0.9643	1.0000	0.8788		0.4278	0.6250	0.8235	0.1429
1575	0.0198	1.0000	1.0000	1.0000		0.3593	0.6250	0.8750	0.1250
1580	0.0440	0.9643	1.0000	0.8788		0.3786	0.6250	0.8750	0.1250
1585	0.0713	0.9286	1.0000	0.7576		0.3627	0.6250	0.7895	0.0000
1590	0.0177	1.0000	1.0000	1.0000		0.3329	0.5833	0.7222	0.1667
1595	0.0172	1.0000	1.0000	1.0000		0.3033	0.5833	0.7647	0.1429
1600	0.0141	1.0000	1.0000	1.0000		0.3839	0.5833	0.8235	0.0000
1605	0.0187	1.0000	1.0000	1.0000		0.3435	0.6250	0.8333	0.0000
1610	0.0215	1.0000	1.0000	1.0000		0.3388	0.5417	0.7500	0.1250
1615	0.0173	1.0000	1.0000	1.0000		0.2815	0.5833	0.7222	0.1667
1620	0.0182	1.0000	1.0000	1.0000		0.3163	0.6667	0.8824	0.1429
1625	0.0206	1.0000	1.0000	1.0000		0.3902	0.5833	0.8125	0.1250
1630	0.0124	1.0000	1.0000	1.0000		0.2615	0.5833	0.7647	0.1429
1635	0.0271	1.0000	1.0000	1.0000		0.3449	0.6250	0.8750	0.1250
1640	0.0185	1.0000	1.0000	1.0000		0.3410	0.5833	0.8125	0.1250
1645	0.0373	0.9643	1.0000	0.8750		0.3137	0.5833	0.8125	0.1250
1650	0.0152	1.0000	1.0000	1.0000		0.3126	0.5000	0.7059	0.0000
1655	0.0167	1.0000	1.0000	1.0000		0.2963	0.5417	0.7059	0.1429
1660	0.0226	0.9911	0.9875	1.0000		0.3306	0.5833	0.7647	0.1429
1665	0.0161	1.0000	1.0000	1.0000		0.2332	0.6667	0.8824	0.1429
1670	0.0438	0.9732	1.0000	0.9062		0.2943	0.5833	0.7059	0.2857
1675	0.0226	0.9911	0.9873	1.0000		0.3691	0.6250	0.8235	0.1429
1680	0.0237	1.0000	1.0000	1.0000		0.3881	0.5833	0.8235	0.0000
1685	0.0153	1.0000	1.0000	1.0000		0.3205	0.5417	0.7059	0.1429
1690	0.0182	1.0000	1.0000	1.0000		0.3027	0.5833	0.7500	0.2500
1695	0.0191	0.9911	0.9875	1.0000		0.3505	0.6667	0.9375	0.1250
1700	0.0187	1.0000	1.0000	1.0000		0.3806	0.5833	0.8125	0.1250
1705	0.0165	1.0000	1.0000	1.0000		0.3331	0.5417	0.7500	0.1250
1710	0.0166	1.0000	1.0000	1.0000		0.2241	0.5833	0.7222	0.1667
1715	0.0184	1.0000	1.0000	1.0000		0.2912	0.5417	0.7059	0.1429
1720	0.0160	1.0000	1.0000	1.0000		0.3496	0.5833	0.7647	0.1429
1725	0.0219	1.0000	1.0000	1.0000		0.3793	0.6250	0.8235	0.1429
1730	0.0425	0.9643	1.0000	0.8788		0.3588	0.6250	0.8750	0.1250
1735	0.0216	0.9911	0.9873	1.0000		0.2795	0.5833	0.7647	0.1429
1740	0.0151	1.0000	1.0000	1.0000		0.3144	0.6250	0.7778	0.1667
1745	0.0245	0.9911	0.9873	1.0000		0.3418	0.5833	0.7647	0.1429
1750	0.0184	1.0000	1.0000	1.0000		0.3244	0.6250	0.8235	0.1429
1755	0.0127	1.0000	1.0000	1.0000		0.3081	0.6250	0.8235	0.1429
1760	0.0144	1.0000	1.0000	1.0000		0.3120	0.6250	0.8235	0.1429
1765	0.0198	1.0000	1.0000	1.0000		0.2994	0.5417	0.7059	0.1429
1770	0.0474	0.9643	0.9875	0.9062		0.3391	0.6667	0.8333	0.1667
1775	0.0428	0.9732	1.0000	0.9091		0.2600	0.6250	0.8235	0.1429
1780	0.0202	1.0000	1.0000	1.0000		0.3470	0.5833	0.8125	0.1250
1785	0.0176	1.0000	1.0000	1.0000		0.3746	0.5833	0.8125	0.1250
1790	0.0208	0.9911	0.9873	1.0000		0.3123	0.6667	0.8333	0.1667
1795	0.0158	0.9821	0.9747	1.0000		0.3642	0.5833	0.8235	0.0000
1800	0.0221	1.0000	1.0000	1.0000		0.3536	0.5833	0.7647	0.1429
1805	0.0159	1.0000	1.0000	1.0000		0.3186	0.6667	0.8333	0.1667
1810	0.0182	1.0000	1.0000	1.0000		0.3545	0.6250	0.8235	0.1429
1815	0.0186	0.9911	0.9873	1.0000		0.3468	0.5000	0.6875	0.1250
1820	0.0176	1.0000	1.0000	1.0000		0.3023	0.6250	0.7647	0.2857
1825	0.0161	1.0000	1.0000	1.0000		0.3397	0.6667	0.8333	0.1667
1830	0.0236	0.9821	0.9747	1.0000		0.3343	0.5417	0.7500	0.1250
1835	0.0199	0.9911	0.9873	1.0000		0.3097	0.6250	0.8235	0.1429
1840	0.0166	1.0000	1.0000	1.0000		0.2746	0.6667	0.8824	0.1429
1845	0.0173	1.0000	1.0000	1.0000		0.3243	0.5833	0.8235	0.0000
1850	0.0195	1.0000	1.0000	1.0000		0.3389	0.5833	0.8125	0.1250
1855	0.0177	1.0000	1.0000	1.0000		0.3515	0.5833	0.8125	0.1250
1860	0.0199	0.9911	0.9873	1.0000		0.3325	0.6667	0.8333	0.1667
1865	0.0233	0.9911	0.9873	1.0000		0.3747	0.5833	0.8125	0.1250
1870	0.0152	1.0000	1.0000	1.0000		0.2983	0.5833	0.7368	0.0000
1875	0.0161	1.0000	1.0000	1.0000		0.3052	0.5833	0.8125	0.1250
1880	0.0214	1.0000	1.0000	1.0000		0.3781	0.5833	0.8125	0.1250
1885	0.0171	1.0000	1.0000	1.0000		0.3829	0.6250	0.8235	0.1429
1890	0.0393	0.9732	1.0000	0.9091		0.3478	0.5000	0.7059	0.0000
1895	0.0180	1.0000	1.0000	1.0000		0.3835	0.5833	0.8125	0.1250
1900	0.0460	0.9643	1.0000	0.8788		0.3037	0.6250	0.8235	0.1429
1905	0.0140	0.9911	0.9873	1.0000		0.2401	0.6667	0.8333	0.1667
1910	0.0184	1.0000	1.0000	1.0000		0.3280	0.6250	0.8824	0.0000
1915	0.0171	1.0000	1.0000	1.0000		0.2740	0.6250	0.7647	0.2857
1920	0.0180	1.0000	1.0000	1.0000		0.2302	0.6250	0.7778	0.1667
1925	0.0162	1.0000	1.0000	1.0000		0.2344	0.5833	0.7647	0.1429
1930	0.0232	0.9911	0.9873	1.0000		0.3940	0.6250	0.8750	0.1250
1935	0.0427	0.9554	0.9875	0.8750		0.4348	0.5833	0.8125	0.1250
1940	0.0403	0.9643	1.0000	0.8750		0.2841	0.6667	0.8824	0.1429
1945	0.0385	0.9643	1.0000	0.8788		0.3301	0.5417	0.7500	0.1250
1950	0.0174	1.0000	1.0000	1.0000		0.3136	0.6250	0.7778	0.1667
1955	0.0190	1.0000	1.0000	1.0000		0.3688	0.5833	0.8125	0.1250
1960	0.0210	1.0000	1.0000	1.0000		0.3528	0.5417	0.7500	0.1250
1965	0.0149	1.0000	1.0000	1.0000		0.3052	0.7083	0.8421	0.2000
1970	0.0178	1.0000	1.0000	1.0000		0.3403	0.5833	0.8125	0.1250
1975	0.0170	1.0000	1.0000	1.0000		0.3394	0.5833	0.8235	0.0000
1980	0.0179	1.0000	1.0000	1.0000		0.3485	0.5000	0.6875	0.1250
1985	0.0227	1.0000	1.0000	1.0000		0.3190	0.5833	0.8125	0.1250
1990	0.0191	1.0000	1.0000	1.0000		0.3219	0.5833	0.8125	0.1250
1995	0.0194	1.0000	1.0000	1.0000		0.3427	0.6250	0.8235	0.1429
2000	0.0161	1.0000	1.0000	1.0000		0.2799	0.5417	0.7059	0.1429
2005	0.0395	0.9643	1.0000	0.8750		0.2325	0.5417	0.7059	0.1429
2010	0.0165	1.0000	1.0000	1.0000		0.3166	0.6250	0.8824	0.0000
2015	0.0131	1.0000	1.0000	1.0000		0.2898	0.5417	0.7059	0.1429
2020	0.0188	1.0000	1.0000	1.0000		0.3146	0.6667	0.8333	0.1667
2025	0.0187	1.0000	1.0000	1.0000		0.3297	0.6667	0.8824	0.1429
2030	0.0179	1.0000	1.0000	1.0000		0.4005	0.5833	0.8125	0.1250
2035	0.0190	1.0000	1.0000	1.0000		0.2548	0.5833	0.7647	0.1429
2040	0.0166	1.0000	1.0000	1.0000		0.3313	0.5417	0.7500	0.1250
2045	0.0186	1.0000	1.0000	1.0000		0.3417	0.6667	0.8333	0.1667
2050	0.0138	1.0000	1.0000	1.0000		0.2846	0.5833	0.7222	0.1667
2055	0.0386	0.9643	1.0000	0.8788		0.3692	0.5833	0.8125	0.1250
2060	0.0152	1.0000	1.0000	1.0000		0.3266	0.5417	0.7059	0.1429
2065	0.0134	1.0000	1.0000	1.0000		0.3274	0.6250	0.8750	0.1250
2070	0.0420	0.9643	1.0000	0.8788		0.2680	0.6250	0.8235	0.1429
2075	0.0196	1.0000	1.0000	1.0000		0.3150	0.5417	0.7059	0.1429
2080	0.0152	1.0000	1.0000	1.0000		0.3408	0.5833	0.8125	0.1250
2085	0.0180	1.0000	1.0000	1.0000		0.2957	0.6250	0.8235	0.1429
2090	0.0153	1.0000	1.0000	1.0000		0.3804	0.6250	0.8235	0.1429
2095	0.0176	1.0000	1.0000	1.0000		0.2108	0.6667	0.8421	0.0000
2100	0.0203	1.0000	1.0000	1.0000		0.3472	0.5833	0.7647	0.1429
2105	0.0158	1.0000	1.0000	1.0000		0.2801	0.6667	0.8824	0.1429
2110	0.0100	1.0000	1.0000	1.0000		0.2966	0.6250	0.8235	0.1429
2115	0.0218	1.0000	1.0000	1.0000		0.3342	0.5833	0.8235	0.0000
2120	0.0188	1.0000	1.0000	1.0000		0.3065	0.5000	0.6875	0.1250
2125	0.0146	1.0000	1.0000	1.0000		0.3291	0.5833	0.8125	0.1250
2130	0.0171	1.0000	1.0000	1.0000		0.3268	0.5833	0.7647	0.1429
2135	0.0156	1.0000	1.0000	1.0000		0.3280	0.6250	0.8235	0.1429
2140	0.0223	0.9911	0.9875	1.0000		0.2613	0.6667	0.8235	0.2857
2145	0.0168	1.0000	1.0000	1.0000		0.3375	0.6667	0.8824	0.1429
2150	0.0182	1.0000	1.0000	1.0000		0.2384	0.5833	0.7647	0.1429
2155	0.0139	1.0000	1.0000	1.0000		0.3337	0.6250	0.8750	0.1250
2160	0.0170	1.0000	1.0000	1.0000		0.3113	0.6250	0.8235	0.1429
2165	0.0133	1.0000	1.0000	1.0000		0.3184	0.5417	0.7500	0.1250
2170	0.0176	1.0000	1.0000	1.0000		0.3155	0.5417	0.7500	0.1250
2175	0.0178	1.0000	1.0000	1.0000		0.3711	0.6250	0.8750	0.1250
2180	0.0645	0.9286	1.0000	0.7500		0.3204	0.6250	0.8125	0.2500
2185	0.0189	1.0000	1.0000	1.0000		0.3163	0.6250	0.8235	0.1429
2190	0.0179	1.0000	1.0000	1.0000		0.2312	0.6250	0.7895	0.0000
2195	0.0157	1.0000	1.0000	1.0000		0.3254	0.6250	0.8750	0.1250
2200	0.0147	1.0000	1.0000	1.0000		0.2338	0.5833	0.7647	0.1429
2205	0.0399	0.9643	1.0000	0.8788		0.3537	0.5417	0.7500	0.1250
2210	0.0182	1.0000	1.0000	1.0000		0.3248	0.5833	0.7778	0.0000
2215	0.0207	1.0000	1.0000	1.0000		0.3511	0.6667	0.8824	0.1429
2220	0.0154	1.0000	1.0000	1.0000		0.3023	0.6667	0.8824	0.1429
2225	0.0164	1.0000	1.0000	1.0000		0.3374	0.5833	0.7500	0.2500
2230	0.0200	1.0000	1.0000	1.0000		0.2186	0.6250	0.7222	0.3333
2235	0.0148	1.0000	1.0000	1.0000		0.3249	0.6250	0.8235	0.1429
2240	0.0362	0.9643	1.0000	0.8788		0.2221	0.6250	0.8235	0.1429
2245	0.0204	0.9911	0.9873	1.0000		0.2963	0.5417	0.7059	0.1429
2250	0.0198	1.0000	1.0000	1.0000		0.2987	0.6250	0.7778	0.1667
2255	0.0195	1.0000	1.0000	1.0000		0.3295	0.5417	0.7059	0.1429
2260	0.0165	1.0000	1.0000	1.0000		0.3198	0.5833	0.8235	0.0000
2265	0.0222	1.0000	1.0000	1.0000		0.3327	0.7083	0.8421	0.2000
2270	0.0172	1.0000	1.0000	1.0000		0.3451	0.5417	0.7500	0.1250
2275	0.0204	1.0000	1.0000	1.0000		0.3367	0.5833	0.8235	0.0000
2280	0.0160	1.0000	1.0000	1.0000		0.3365	0.6250	0.8750	0.1250
2285	0.0175	1.0000	1.0000	1.0000		0.3650	0.6250	0.8235	0.1429
2290	0.0177	1.0000	1.0000	1.0000		0.3597	0.6250	0.8750	0.1250
2295	0.0179	1.0000	1.0000	1.0000		0.3845	0.5833	0.8125	0.1250
2300	0.0417	0.9732	1.0000	0.9091		0.3435	0.5833	0.7500	0.2500
2305	0.0156	1.0000	1.0000	1.0000		0.2842	0.6250	0.7778	0.1667
2310	0.0428	0.9643	1.0000	0.8788		0.3552	0.6250	0.8750	0.1250
2315	0.0174	1.0000	1.0000	1.0000		0.3258	0.5417	0.7647	0.0000
2320	0.0430	0.9643	1.0000	0.8788		0.3569	0.5833	0.8125	0.1250
2325	0.0106	1.0000	1.0000	1.0000		0.2271	0.6250	0.7778	0.1667
2330	0.0172	1.0000	1.0000	1.0000		0.3166	0.6250	0.8235	0.1429
2335	0.0235	1.0000	1.0000	1.0000		0.3770	0.5833	0.7778	0.0000
2340	0.0183	1.0000	1.0000	1.0000		0.3421	0.6250	0.8235	0.1429
2345	0.0169	1.0000	1.0000	1.0000		0.3575	0.5417	0.7500	0.1250
2350	0.0190	1.0000	1.0000	1.0000		0.3813	0.5833	0.8125	0.1250
2355	0.0179	1.0000	1.0000	1.0000		0.3641	0.6250	0.8235	0.1429
2360	0.0201	1.0000	1.0000	1.0000		0.2674	0.6250	0.8235	0.1429
2365	0.0201	1.0000	1.0000	1.0000		0.3373	0.7083	0.8889	0.1667
2370	0.0175	1.0000	1.0000	1.0000		0.3080	0.5000	0.6875	0.1250
2375	0.0439	0.9643	1.0000	0.8750		0.3326	0.6250	0.7778	0.1667
2380	0.0125	1.0000	1.0000	1.0000		0.2618	0.5833	0.7647	0.1429
2385	0.0190	1.0000	1.0000	1.0000		0.3720	0.6250	0.8750	0.1250
2390	0.0156	1.0000	1.0000	1.0000		0.3204	0.5833	0.7222	0.1667
2395	0.0160	1.0000	1.0000	1.0000		0.3064	0.5417	0.7059	0.1429
2400	0.0166	1.0000	1.0000	1.0000		0.3273	0.5417	0.7500	0.1250
2405	0.0418	0.9643	1.0000	0.8788		0.3164	0.6250	0.8235	0.1429
2410	0.0169	1.0000	1.0000	1.0000		0.1976	0.6667	0.8333	0.1667
2415	0.0178	1.0000	1.0000	1.0000		0.2588	0.6667	0.8824	0.1429
2420	0.0138	1.0000	1.0000	1.0000		0.2333	0.5833	0.7222	0.1667
2425	0.0431	0.9554	0.9875	0.8750		0.3978	0.6250	0.8235	0.1429
2430	0.0211	1.0000	1.0000	1.0000		0.4111	0.5833	0.8125	0.1250
2435	0.0266	0.9911	0.9873	1.0000		0.3445	0.5833	0.8125	0.1250
2440	0.0370	0.9643	1.0000	0.8750		0.3240	0.6250	0.8235	0.1429
2445	0.0141	1.0000	1.0000	1.0000		0.3382	0.5833	0.7647	0.1429
2450	0.0232	1.0000	1.0000	1.0000		0.2400	0.6667	0.8421	0.0000
2455	0.0203	1.0000	1.0000	1.0000		0.4072	0.6250	0.8235	0.1429
2460	0.0168	1.0000	1.0000	1.0000		0.3397	0.5417	0.7500	0.1250
2465	0.0128	1.0000	1.0000	1.0000		0.3488	0.6250	0.8824	0.0000
2470	0.0146	1.0000	1.0000	1.0000		0.2232	0.7083	0.8889	0.1667
2475	0.0182	1.0000	1.0000	1.0000		0.2984	0.5833	0.7059	0.2857
2480	0.0157	1.0000	1.0000	1.0000		0.2918	0.5833	0.7222	0.1667
2485	0.0161	1.0000	1.0000	1.0000		0.3262	0.5833	0.8235	0.0000
2490	0.0177	1.0000	1.0000	1.0000		0.2828	0.7083	0.8421	0.2000
2495	0.0199	1.0000	1.0000	1.0000		0.2905	0.5833	0.7059	0.2857
2500	0.0192	1.0000	1.0000	1.0000		0.3430	0.6250	0.8750	0.1250
2505	0.0129	1.0000	1.0000	1.0000		0.3592	0.5833	0.8125	0.1250
2510	0.0183	1.0000	1.0000	1.0000		0.3566	0.6667	0.8824	0.1429
2515	0.0200	0.9911	0.9873	1.0000		0.3381	0.6667	0.8333	0.1667
2520	0.0159	1.0000	1.0000	1.0000		0.3045	0.6250	0.8235	0.1429
2525	0.0209	0.9911	0.9873	1.0000		0.3075	0.5833	0.8125	0.1250
2530	0.0222	1.0000	1.0000	1.0000		0.4806	0.5833	0.8125	0.1250
2535	0.0183	1.0000	1.0000	1.0000		0.3641	0.6250	0.8235	0.1429
2540	0.0196	1.0000	1.0000	1.0000		0.4074	0.6250	0.8824	0.0000
2545	0.0148	1.0000	1.0000	1.0000		0.3006	0.5417	0.7059	0.1429
2550	0.0221	1.0000	1.0000	1.0000		0.3470	0.5000	0.6875	0.1250
2555	0.0170	1.0000	1.0000	1.0000		0.2593	0.6667	0.8333	0.1667
2560	0.0208	1.0000	1.0000	1.0000		0.3396	0.5833	0.7647	0.1429
2565	0.0440	0.9643	1.0000	0.8788		0.4056	0.6250	0.8235	0.1429
2570	0.0196	1.0000	1.0000	1.0000		0.3907	0.6250	0.8235	0.1429
2575	0.0162	1.0000	1.0000	1.0000		0.3679	0.6250	0.8750	0.1250
2580	0.0398	0.9643	1.0000	0.8788		0.2974	0.5417	0.7059	0.1429
2585	0.0191	1.0000	1.0000	1.0000		0.2990	0.5417	0.7059	0.1429
2590	0.0174	1.0000	1.0000	1.0000		0.3371	0.6250	0.8750	0.1250
2595	0.0184	1.0000	1.0000	1.0000		0.3256	0.5833	0.7647	0.1429
2600	0.0153	1.0000	1.0000	1.0000		0.3208	0.6667	0.8824	0.1429
2605	0.0152	1.0000	1.0000	1.0000		0.3521	0.6667	0.8824	0.1429
2610	0.0270	1.0000	1.0000	1.0000		0.3949	0.5833	0.8125	0.1250
2615	0.0192	1.0000	1.0000	1.0000		0.3198	0.5833	0.7647	0.1429
2620	0.0169	1.0000	1.0000	1.0000		0.3226	0.6250	0.8235	0.1429
2625	0.0153	1.0000	1.0000	1.0000		0.4382	0.5833	0.8125	0.1250
2630	0.0135	1.0000	1.0000	1.0000		0.3244	0.5833	0.8125	0.1250
2635	0.0150	1.0000	1.0000	1.0000		0.2870	0.5833	0.7222	0.1667
2640	0.0188	1.0000	1.0000	1.0000		0.3714	0.6667	0.8333	0.1667
2645	0.0218	1.0000	1.0000	1.0000		0.3805	0.6667	0.8333	0.1667
2650	0.0177	1.0000	1.0000	1.0000		0.3516	0.5417	0.7500	0.1250
2655	0.0370	0.9732	1.0000	0.9091		0.3487	0.6250	0.8235	0.1429
2660	0.0140	1.0000	1.0000	1.0000		0.3580	0.5417	0.7647	0.0000
2665	0.0164	1.0000	1.0000	1.0000		0.3308	0.6250	0.7778	0.1667
2670	0.0172	1.0000	1.0000	1.0000		0.2874	0.5833	0.7647	0.1429
2675	0.0172	1.0000	1.0000	1.0000		0.3453	0.5833	0.8125	0.1250
2680	0.0215	1.0000	1.0000	1.0000		0.2726	0.6667	0.8333	0.1667
2685	0.0388	0.9643	1.0000	0.8750		0.3548	0.6667	0.8824	0.1429
2690	0.0202	0.9911	0.9873	1.0000		0.2949	0.6667	0.8889	0.0000
2695	0.0184	1.0000	1.0000	1.0000		0.3534	0.5833	0.8125	0.1250
2700	0.0686	0.9196	0.9873	0.7576		0.3847	0.5833	0.7778	0.0000
2705	0.0106	1.0000	1.0000	1.0000		0.2709	0.5417	0.7059	0.1429
2710	0.0156	1.0000	1.0000	1.0000		0.3152	0.5833	0.7647	0.1429
2715	0.0384	0.9643	1.0000	0.8788		0.2345	0.6667	0.7778	0.3333
2720	0.0195	0.9911	0.9875	1.0000		0.3069	0.6250	0.8235	0.1429
2725	0.0224	1.0000	1.0000	1.0000		0.3304	0.5417	0.7500	0.1250
2730	0.0176	1.0000	1.0000	1.0000		0.4155	0.5833	0.8125	0.1250
2735	0.0200	1.0000	1.0000	1.0000		0.3767	0.6250	0.8333	0.0000
2740	0.0202	0.9911	0.9873	1.0000		0.2364	0.5833	0.7647	0.1429
2745	0.0433	0.9643	1.0000	0.8788		0.2879	0.6250	0.8235	0.1429
2750	0.0158	1.0000	1.0000	1.0000		0.2990	0.5417	0.7059	0.1429
2755	0.0157	1.0000	1.0000	1.0000		0.3046	0.5417	0.7500	0.1250
2760	0.0141	1.0000	1.0000	1.0000		0.3310	0.5417	0.7059	0.1429
2765	0.0172	1.0000	1.0000	1.0000		0.3895	0.5833	0.8125	0.1250
2770	0.0178	1.0000	1.0000	1.0000		0.3567	0.6250	0.8750	0.1250
2775	0.0203	0.9911	0.9873	1.0000		0.3902	0.6250	0.8824	0.0000
2780	0.0386	0.9643	1.0000	0.8750		0.3099	0.5417	0.7059	0.1429
2785	0.0162	1.0000	1.0000	1.0000		0.3285	0.6250	0.8235	0.1429
2790	0.0173	1.0000	1.0000	1.0000		0.3016	0.5833	0.7647	0.1429
2795	0.0178	1.0000	1.0000	1.0000		0.3160	0.5417	0.7059	0.1429
2800	0.0150	1.0000	1.0000	1.0000		0.2430	0.5833	0.7647	0.1429
