=============training from sratch============
Program ID: 3370

Program command: 
 ['TrainSegV3d_ROI.py', '/home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI', '1', '/home/hxie1/data/OvarianCancerCT/primaryROI/nrrd_npy', '/home/hxie1/data/OvarianCancerCT/primaryROI/labels_npy', '0', '3,2,1']

Major program changes: 
      1  3D V model for primary cancer ROI;
      2  Uniform ROI size: 51*171*171 in z,y,x directon;
      3  Total 36 patient data, in which training data 24 patients, validation 6 patients, and test 6 patients;
      4  all 36 patients data have 50-80% 3D label;
      5  Dice coefficient is 3D dice coefficient against corresponding 3D ground truth;
      6  training data augmentation in the fly: affine in XY plane, translation in Z direction;
      7  In the bottle neck of V model, the latent vector has size of 512*2*9*9;
      Sep 16th, 2019:
      1   add dynamic loss weight according trainin  data;
      2   refine learning rate decay.
         

Discarded changes:                  

Experiment setting:
Input CT data: 51*171*171 ROI around primary cancer

Loss Function:  SoftMax

Data:   total 36 patients with 50-80% label, 6-fold cross validation, test 6, validation 6, and training 24.  
    script: python3.7 statisticsLabelFiles.py 
    Total 36 in /home/hxie1/data/OvarianCancerCT/primaryROI/labels_npy
    0 has 48159408 elements, with a rate of  0.8970491562903105 
    1 has 5527068 elements, with a rate of  0.10295084370968957

Training strategy: 

          

Program starting Time: 2019-09-16 11:50:03.325315
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI/20190916_115003

Info: this is the 0th fold leave for test in the 6-fold cross-validation.

Info: batchSize = 6

Net parameters is saved in  /home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI/20190916_115003.
6-fold cross validation: the 0th fold is for test, the 1th fold is for validation, remaining folds are for training.

training dataset: total 24 image files.

validation dataset: total 6 image files.

test dataset: total 6 image files.
Network has total 32,972,258 parameters.


************** Table of Training Log **************
Epoch	LearningRate		TrainingLoss	Dice		ValidationLoss	Dice		TestLoss	Dice
0	1.0000e-01		12.9320		0.07237		3265098.5000		0.00000		2083480.5000		0.00000
5	1.0000e-01		0.6754		0.21460		0.6025		0.32998		0.6169		0.23564
10	1.0000e-01		0.6133		0.19076		0.5647		0.35526		0.6173		0.17248
15	1.0000e-01		0.6087		0.23312		0.8484		0.36563		1.7194		0.17079
20	1.0000e-01		0.5867		0.23620		0.5398		0.39581		0.7498		0.20244
25	1.0000e-01		0.6092		0.26760		0.4946		0.39338		0.5304		0.28070
30	1.0000e-01		0.5237		0.30609		0.4544		0.47103		0.4937		0.34434
35	1.0000e-01		0.4500		0.38106		0.5045		0.55866		0.5055		0.42436
40	1.0000e-01		0.4370		0.51192		0.4755		0.60131		0.4644		0.46528
45	1.0000e-01		0.3846		0.44483		0.5793		0.62179		0.4850		0.51723
50	1.0000e-02		0.3000		0.51115		0.4095		0.66740		0.3349		0.56160
55	1.0000e-02		0.3403		0.51116		0.3038		0.64125		0.2810		0.54071
60	1.0000e-02		0.3371		0.48928		0.3076		0.64177		0.2774		0.54602
65	1.0000e-02		0.3101		0.49412		0.3221		0.65104		0.2848		0.56466
70	1.0000e-02		0.3010		0.53920		0.3022		0.65156		0.2822		0.55526
75	1.0000e-02		0.3035		0.53117		0.3088		0.66390		0.2797		0.56675
80	1.0000e-02		0.3374		0.50384		0.2949		0.65462		0.2756		0.54971
85	1.0000e-02		0.3186		0.50449		0.3008		0.66148		0.2743		0.55921
90	1.0000e-02		0.3073		0.50556		0.2881		0.65519		0.2742		0.54269
95	1.0000e-02		0.3575		0.49493		0.2840		0.63956		0.2785		0.52402
100	1.0000e-02		0.3209		0.51751		0.2893		0.65087		0.2758		0.54435
105	1.0000e-02		0.2970		0.51134		0.2812		0.64634		0.2733		0.52726
110	1.0000e-02		0.3351		0.51047		0.3030		0.64646		0.2724		0.54680
115	1.0000e-02		0.3717		0.49199		0.3137		0.65993		0.2741		0.56315
120	1.0000e-02		0.3018		0.50294		0.2941		0.65532		0.2722		0.54421
125	1.0000e-02		0.3051		0.49701		0.2954		0.65663		0.2681		0.55107
