=============training from sratch============
Program ID: 29595

Program command: 
 ['TrainSegV3d_ROI.py', '/home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI', '1', '/home/hxie1/data/OvarianCancerCT/primaryROI/nrrd_npy', '/home/hxie1/data/OvarianCancerCT/primaryROI/labels_npy', '2', '3,2,1']

Major program changes: 
      1  3D V model for primary cancer ROI;
      2  Uniform ROI size: 51*171*171 in z,y,x directon;
      3  Total 36 patient data, in which training data 24 patients, validation 6 patients, and test 6 patients;
      4  all 36 patients data have 50-80% 3D label;
      5  Dice coefficient is 3D dice coefficient against corresponding 3D ground truth;
      6  training data augmentation in the fly: affine in XY plane, translation in Z direction;
      7  In the bottle neck of V model, the latent vector has size of 512*2*9*9;
      Sep 16th, 2019:
      1   add dynamic loss weight according trainin  data;
      2   refine learning rate decay.
      Sep 21st, 2019
      1   add improved Boundary Loss2, and inherit the previous learningrate of network of pure CELoss;
      Sep 23rd, 2019:
      1   improve mean of boundary loss limited on the A,B regions;
      2   use log(segProb) instead of segProb in the boudary loss;
      3   CrossEntropy weight reduces 0.01 per 5 epochs from 1 to 0.01, while boundary Loss weight increase 0.01 per 5 epochs from 0.01 to 1. 
      Sep 24th, 2019
      1   Use boundaryLoss1, which is considering the whole volume. 
      Sep 25th, 2019
      1   use boundaryLoss3, which is a stronger gradient signal to improve loss.
      2   unbalanced weight for class is applied on logP,and just use boundaryLoss3 with CELoss.
      3   use CELoss and boundaryLoss together.
      4   Use truncated DistanceCrossEntropy Loss alone;
      5   change LRScheduler into reduce into Plateau with initial LR=0.1
      Sep 26th, 2019
      1   Add one layer in the bottom of V model;
      2   Add residual connnection in each layer;
      
      
         

Discarded changes:                  

Experiment setting:
Input CT data: 51*171*171 ROI around primary cancer

Loss Function:  SoftMax

Data:   total 36 patients with 50-80% label, 6-fold cross validation, test 6, validation 6, and training 24.  
    script: python3.7 statisticsLabelFiles.py 
    Total 36 in /home/hxie1/data/OvarianCancerCT/primaryROI/labels_npy
    0 has 48159408 elements, with a rate of  0.8970491562903105 
    1 has 5527068 elements, with a rate of  0.10295084370968957

Training strategy: 

          

Program starting Time: 2019-09-27 13:17:27.031751
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI/20190927_131727

Info: this is the 2th fold leave for test in the 6-fold cross-validation.

Info: batchSize = 6

Net parameters is saved in  /home/hxie1/temp_netParameters/OvarianCancer/SegV3d_ROI/20190927_131727.
6-fold cross validation: the 2th fold is for test, the 3th fold is for validation, remaining folds are for training.

training dataset: total 24 image files.

validation dataset: total 6 image files.

test dataset: total 6 image files.
Total 24 training files  extracted from /home/hxie1/data/OvarianCancerCT/primaryROI/labels_npy
0 has 31798317 elements, with a rate of  0.8884448943901626 
1 has 3992667 elements, with a rate of  0.11155510560983738 
loss weight = tensor([1.0000, 7.9642])
Network has total 73,047,746 parameters.


************** Table of Training Log **************
Epoch	LearningRate		TrainingLoss	Dice		ValidationLoss	Dice		TestLoss	Dice
0	1.0000e-02		32.7188		0.05016		25911.1719		0.00000		22192.3789		0.00000
5	1.0000e-02		12.2383		0.49061		65.2080		0.39553		10.7549		0.28685
10	1.0000e-02		5.8576		0.55077		8.7727		0.42278		13.8564		0.28891
15	1.0000e-02		5.1564		0.56915		9.5196		0.42883		8.7454		0.32821
20	1.0000e-02		6.4635		0.53430		9.6078		0.56203		6.0203		0.41813
25	1.0000e-02		5.4869		0.52507		6.7000		0.52263		6.0809		0.40829
30	1.0000e-02		5.0552		0.54436		5.2316		0.61457		3.5745		0.54389
35	1.0000e-02		4.7520		0.60145		8.2102		0.55312		4.9667		0.43667
40	1.0000e-02		4.7215		0.57610		5.9257		0.50895		6.7681		0.37957
45	1.0000e-02		4.9562		0.56145		8.7813		0.42120		9.6202		0.31752
50	1.0000e-02		5.0808		0.60419		16.3810		0.55131		4.7750		0.46648
55	1.0000e-02		4.0209		0.61356		7.7939		0.54542		5.1435		0.43020
60	1.0000e-02		4.2968		0.56926		7.9829		0.65991		3.6790		0.53925
65	1.0000e-02		4.3843		0.62906		8.1938		0.54403		4.7644		0.43864
70	1.0000e-02		3.9831		0.59368		7.3546		0.63730		5.2137		0.52930
75	1.0000e-02		4.1746		0.57503		7.5065		0.62948		3.1980		0.55731
80	1.0000e-02		3.7146		0.61878		13.6221		0.62881		3.4436		0.59027
85	1.0000e-03		3.8085		0.61906		5.5716		0.54285		5.3043		0.42547
90	1.0000e-03		3.7461		0.63879		5.6418		0.61910		4.2428		0.48714
95	1.0000e-03		2.9996		0.62977		5.4888		0.62256		3.7967		0.52232
100	1.0000e-03		4.0874		0.63865		6.0971		0.61876		3.5611		0.55266
105	1.0000e-03		2.8394		0.66558		6.1089		0.62358		3.4033		0.58777
110	1.0000e-03		3.6556		0.63718		6.3641		0.64621		3.2806		0.59501
115	1.0000e-03		3.4461		0.66072		7.8446		0.63243		3.5207		0.57579
120	1.0000e-03		3.0640		0.64057		5.9721		0.63607		3.2812		0.56565
125	1.0000e-03		3.7929		0.65839		6.5622		0.64057		3.4348		0.59573
130	1.0000e-03		3.5177		0.64791		5.9096		0.60051		3.8393		0.52707
135	1.0000e-03		4.2409		0.66365		6.6587		0.62778		3.2988		0.55195
140	1.0000e-04		3.2443		0.64571		6.3622		0.60623		4.0052		0.54272
145	1.0000e-04		3.1043		0.67636		6.2206		0.61839		3.8584		0.55602
150	1.0000e-04		3.0035		0.65415		5.9072		0.62246		3.6712		0.55858
155	1.0000e-04		3.4779		0.68629		6.1194		0.61783		3.4813		0.56206
160	1.0000e-04		3.4338		0.68072		6.8948		0.62970		3.2484		0.58935
165	1.0000e-04		2.8949		0.67033		5.6791		0.60903		3.7564		0.53978
170	1.0000e-04		3.5187		0.67889		6.9252		0.62596		3.4265		0.57097
175	1.0000e-04		3.0569		0.65649		6.9714		0.61322		3.6632		0.54852
180	1.0000e-04		3.0971		0.66177		8.4572		0.63528		3.4422		0.58398
185	1.0000e-04		3.0841		0.66596		7.4742		0.62867		3.3252		0.58266
190	1.0000e-04		2.7859		0.66238		7.5214		0.62630		3.4670		0.57325
195	1.0000e-05		2.7387		0.67526		7.8204		0.63437		3.3845		0.58528
200	1.0000e-05		2.8113		0.69116		7.0671		0.61733		3.4444		0.56503
205	1.0000e-05		2.9245		0.67280		7.2706		0.61027		3.7475		0.54343
210	1.0000e-05		2.8859		0.66886		7.8355		0.62670		3.3485		0.57890
215	1.0000e-05		3.5363		0.66429		6.4759		0.60672		3.7960		0.54512
220	1.0000e-05		3.6658		0.67912		7.0058		0.61687		3.4016		0.57035
225	1.0000e-05		2.9402		0.67396		6.7001		0.63335		3.3139		0.59533
230	1.0000e-05		2.9820		0.67339		6.8712		0.61735		3.5084		0.56478
235	1.0000e-05		2.9530		0.69063		7.6746		0.62302		3.5492		0.56801
240	1.0000e-05		3.2380		0.64983		7.4888		0.62604		3.6394		0.56477
245	1.0000e-05		2.7933		0.68682		7.1503		0.63283		3.3890		0.58910
250	1.0000e-06		3.1014		0.68024		6.4216		0.61962		3.4067		0.57202
255	1.0000e-06		2.8612		0.68315		6.9020		0.62204		3.3240		0.58241
260	1.0000e-06		2.8365		0.67595		6.8110		0.61975		3.5557		0.56751
265	1.0000e-06		3.3182		0.68664		6.3595		0.63148		3.4079		0.58510
270	1.0000e-06		2.7153		0.66943		6.6101		0.62205		3.6676		0.56302
275	1.0000e-06		2.6870		0.67974		6.4626		0.62979		3.4830		0.57664
280	1.0000e-06		3.3637		0.66711		6.7391		0.62092		3.3631		0.57547
285	1.0000e-06		3.3038		0.68699		6.9718		0.62817		3.3577		0.59039
290	1.0000e-06		2.9401		0.70242		6.7985		0.62830		3.4086		0.58107
295	1.0000e-06		3.3244		0.66564		6.8975		0.61811		3.4903		0.56867
300	1.0000e-06		2.9804		0.65349		7.3841		0.60869		3.5434		0.55258
305	1.0000e-07		3.0615		0.65784		6.7428		0.60587		3.8937		0.53907
