Program ID: 25859

Program command: 
 ['TrainResAttentionNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json', '2']

Major program changes: 
            ResNeXt-based Attention Net: use 2D network to implement 3D convolution without losing 3D context information. 
            0   the input is a 3D full volume without any cropping; 
            1   use slices as features channels in convolution, and use 1*1 convolution along slices to implement z direction convolution followed by 3*3 convolutino slice planes;
                it just use three cascading 2D convolutions (frist z, then xy, and z directon again) to implement 3D convolution, like in the paper of ResNeXt below.
                The benefits of this design:
                A   reduce network parameters, hoping to reducing overfitting;
                B   speed up training;
                C   this implemented 3D convolutions are all in full slices space;
            2   use group convolution to implement thick slice convolution to increase the network representation capability;
            3   Use ResNeXt-based module like Paper "Aggregated Residual Transformations for Deep Neural Networks " 
                (Link: http://openaccess.thecvf.com/content_cvpr_2017/html/Xie_Aggregated_Residual_Transformations_CVPR_2017_paper.html);
            4   use rich 2D affine transforms slice by slice and concatenate them to implement 3D data augmentation;
            5   20% data for independent test, remaining 80% data for 4-folc cross validation;
            6   add lossweight for ajusting positive sample to 3/7.

Discarded changes:                  
                  

Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   training data has 169 patients 

Training strategy: 

          

Program starting Time: 2019-07-27 01:06:01.095509
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten

Info: this is the 2th fold leave for test in the 4-fold cross-validation, with 20.0% of data for independent test.

Infor: In all data of 169 files, label 0 has 51 files,
	  and label 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: the independent test set has 34 files,and Training including validation Set has 135 files which will be divided into 4 folds.
In the independent test set of 34 files, 0 has 10, 1 has 24, the rate of 1s is 0.7058823529411765
In this test_2 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
In this train_2 dataset, total 102 files, where 1 has 71 with rate of 0.696078431372549
In this validation_2 dataset, total 33 files, where 1 has 23 with rate of 0.696969696969697
=== Network trains from scratch ====
Network has total 71,720,500 parameters.
Info: program will use 2 GPUs.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
0	1.6042	0.5098	0.5070	0.5161		0.4071	0.3030	0.0000	1.0000		0.4071	0.2941	0.0000	1.0000
5	0.5975	0.5000	0.5211	0.4516		0.3841	0.6970	1.0000	0.0000		0.3789	0.7059	1.0000	0.0000
10	0.5415	0.6961	0.9859	0.0323		0.3931	0.6667	0.8696	0.2000		0.3833	0.6765	0.8750	0.2000
15	0.4462	0.3922	0.2254	0.7742		0.4605	0.3030	0.0000	1.0000		0.5046	0.2941	0.0000	1.0000
20	0.4393	0.5882	0.7042	0.3226		0.4048	0.3030	0.0870	0.8000		0.3904	0.3235	0.0417	1.0000
25	0.4729	0.5686	0.7465	0.1613		0.4530	0.6970	1.0000	0.0000		0.3831	0.7059	1.0000	0.0000
30	0.4781	0.3333	0.0563	0.9677		0.4102	0.6364	0.8696	0.1000		0.3795	0.6471	0.7917	0.3000
35	0.4441	0.3529	0.3944	0.2581		0.3783	0.5758	0.6957	0.3000		0.4087	0.6176	0.7500	0.3000
40	0.3768	0.5980	0.4789	0.8710		0.3953	0.4545	0.4348	0.5000		0.4077	0.5000	0.4167	0.7000
45	0.3913	0.4804	0.2817	0.9355		0.4473	0.2424	0.0435	0.7000		0.4168	0.3529	0.0833	1.0000
50	0.3695	0.5490	0.3803	0.9355		0.4331	0.3939	0.2609	0.7000		0.3863	0.5000	0.2917	1.0000
55	0.3170	0.7059	0.6479	0.8387		0.4355	0.6970	0.8261	0.4000		0.4084	0.7353	0.7500	0.7000
60	0.3373	0.7353	0.7887	0.6129		0.4762	0.6061	0.6957	0.4000		0.4800	0.7647	0.7917	0.7000
65	0.4027	0.5882	0.6056	0.5484		0.5145	0.3030	0.0870	0.8000		0.4359	0.4118	0.1667	1.0000
70	0.3535	0.7941	0.7606	0.8710		0.4444	0.6061	0.6522	0.5000		0.2966	0.8235	0.7917	0.9000
75	0.2975	0.7843	0.8310	0.6774		0.5037	0.6061	0.6087	0.6000		0.3796	0.6765	0.6667	0.7000
80	0.3278	0.8235	0.8873	0.6774		0.6853	0.5455	0.3913	0.9000		0.5315	0.5000	0.3333	0.9000
85	0.1908	0.9020	0.8873	0.9355		0.6112	0.5758	0.6087	0.5000		0.3404	0.7059	0.7917	0.5000
90	0.2121	0.8529	0.8310	0.9032		0.7230	0.5152	0.6957	0.1000		0.2938	0.7353	0.8333	0.5000
95	0.1948	0.8824	0.8873	0.8710		0.7834	0.6061	0.8696	0.0000		0.6474	0.7647	0.9583	0.3000
