=============training from sratch============
Program ID: 25610

Program command: 
 ['TrainResAttentionNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json', '2', '2']

Major program changes: 
            ResNeXt-based Attention Net: use 2D network to implement 3D convolution without losing 3D context information. 
            0   the input is a 3D full volume without any cropping; 
            1   Use slices as features channels in convolutions,  and use 1*1 convolution along slices direction to implement z direction convolution followed by 3*3 convolutino inside slice planes;
                It just uses three cascading 2D convolutions (first z, then xy, and z direction again) to implement 3D convolution, like in the paper of ResNeXt below.
                The benefits of this design:
                A   reduce network parameters, hoping to reducing overfitting;
                B   speed up training;
                C   this implemented 3D convolutions are all in full slices space;
            2   use group convolution to implement thick slice convolution to increase the network representation capability;
            3   Use ResNeXt-based module like Paper "Aggregated Residual Transformations for Deep Neural Networks " 
                (Link: http://openaccess.thecvf.com/content_cvpr_2017/html/Xie_Aggregated_Residual_Transformations_CVPR_2017_paper.html);
            4   use rich 2D affine transforms slice by slice and concatenate them to implement 3D data augmentation;
            5   20% data for independent test, remaining 80% data for 4-fold cross validation;
            6   add lossweight to adjust positive samples to 3/7 posweight in BCEWithLogitsLoss;
            
            Update:
            1    reduced network parameters to 3.14 million in July 27th, 2019, 0840am
            2    at 15:00 of July 27th, 2019, reduce network parameter again. Now each stage has 160 filters, with 1.235 million parameters
            3    keep 2) parameter, change all maxpooling into average pooling.
            4    At July 29th 09:37am, 2019, reduce filters to 96 to further reduce parameters, keep avgPool.
            5    at July 29th 11:25am, 2019,  reduce filter number to 48, and redue one stage
            6    at July 29th 12:41, 2019:
                    add GPUID in command line;
                    use SGD optimizer, instead of Adam
                    add numbers of filters along deeper layer with step 12.
                    add saveDir's tims stamp;
            7    at July 29th 15:18, 2019,
                    change learning rate step_size = 5 from 10;
                    before FC, we use conv2d
                    learning rate start at 0.5.
            8    at July 30th 03:00, 2019:
                    add learning rate print;
                    use stride =2;
                    add filter number by 2 times along deeper layers.
                                    
                    
            
            
Discarded changes:                  
                  

Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   training data has 169 patients 

Training strategy: 

          

Program starting Time: 2019-07-30 03:45:53.987194
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten/20190730_034553

Info: this is the 2th fold leave for test in the 4-fold cross-validation, with 20.0% of data for independent test.

Infor: In all data of 169 files, label 0 has 51 files,
	  and label 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: the independent test set has 34 files,and Training including validation Set has 135 files which will be divided into 4 folds.
In the independent test set of 34 files, 0 has 10, 1 has 24, the rate of 1s is 0.7058823529411765
In this test_2 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
In this train_2 dataset, total 102 files, where 1 has 71 with rate of 0.696078431372549
In this validation_2 dataset, total 33 files, where 1 has 23 with rate of 0.696969696969697
=== Network trains from scratch ====
Network has total 90,380,916 parameters.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	LearningRate		TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
0	1.0000e-02		1.4297	0.5490	0.5070	0.6452		0.4478	0.3030	0.0000	1.0000		0.4478	0.2941	0.0000	1.0000
5	9.5000e-03		1.3810	0.4314	0.4085	0.4839		16.6696	0.4848	0.3913	0.7000		12.4223	0.4706	0.4583	0.5000
10	9.0250e-03		0.8051	0.5588	0.5915	0.4839		1.6205	0.3939	0.2609	0.7000		3.2947	0.3235	0.2500	0.5000
15	8.5737e-03		0.7193	0.4412	0.3944	0.5484		0.3864	0.6364	0.9130	0.0000		0.4415	0.6176	0.7917	0.2000
20	8.1451e-03		0.7856	0.4020	0.2676	0.7097		0.4835	0.3939	0.2609	0.7000		0.4284	0.5000	0.3333	0.9000
25	7.7378e-03		0.5165	0.3824	0.1549	0.9032		0.3965	0.6970	1.0000	0.0000		0.3793	0.7059	1.0000	0.0000
30	7.3509e-03		0.5056	0.3725	0.1127	0.9677		0.3865	0.6667	0.9130	0.1000		0.4382	0.6471	0.8333	0.2000
35	6.9834e-03		0.5070	0.3431	0.2113	0.6452		0.3493	0.6667	0.6522	0.7000		0.3995	0.5882	0.7083	0.3000
40	6.6342e-03		0.6641	0.6667	0.9577	0.0000		0.4013	0.6970	1.0000	0.0000		0.3561	0.7059	0.9583	0.1000
45	6.3025e-03		0.5241	0.3235	0.2254	0.5484		0.4487	0.3030	0.0000	1.0000		0.4378	0.3235	0.0417	1.0000
50	5.9874e-03		0.4226	0.6667	0.9296	0.0645		0.3809	0.6970	1.0000	0.0000		0.5655	0.6765	0.9583	0.0000
55	5.6880e-03		0.4237	0.5686	0.7324	0.1935		0.3888	0.6667	0.9565	0.0000		0.3748	0.7059	0.9167	0.2000
60	5.4036e-03		0.4203	0.3431	0.0704	0.9677		0.3956	0.3030	0.0000	1.0000		0.4298	0.2941	0.0000	1.0000
65	5.1334e-03		0.4218	0.6275	0.8592	0.0968		0.3831	0.7273	1.0000	0.1000		0.4305	0.6176	0.8750	0.0000
70	4.8767e-03		0.4251	0.6863	0.9577	0.0645		0.4009	0.6970	1.0000	0.0000		0.3609	0.7059	1.0000	0.0000
75	4.6329e-03		0.4358	0.6863	0.9296	0.1290		0.3703	0.7273	0.9565	0.2000		0.5785	0.6765	0.8750	0.2000
80	4.4013e-03		0.4432	0.3137	0.0563	0.9032		0.3827	0.3030	0.0000	1.0000		0.5091	0.3529	0.0833	1.0000
85	4.1812e-03		0.4032	0.4314	0.3803	0.5484		0.3797	0.3636	0.0870	1.0000		0.5499	0.3824	0.1250	1.0000
90	3.9721e-03		0.4253	0.3235	0.0423	0.9677		0.3955	0.2727	0.0000	0.9000		0.4309	0.3235	0.1250	0.8000
95	3.7735e-03		0.4298	0.4510	0.4789	0.3871		0.3907	0.3030	0.0000	1.0000		0.4409	0.3529	0.0833	1.0000
100	3.5849e-03		0.4338	0.6471	0.9155	0.0323		0.3836	0.7273	0.9565	0.2000		0.4773	0.7059	1.0000	0.0000
105	3.4056e-03		0.4315	0.4118	0.2394	0.8065		0.3925	0.5455	0.6957	0.2000		0.4549	0.5294	0.6250	0.3000
110	3.2353e-03		0.4246	0.3333	0.0704	0.9355		0.3869	0.3030	0.0000	1.0000		0.4657	0.3529	0.0833	1.0000
115	3.0736e-03		0.4219	0.5882	0.8169	0.0645		0.3773	0.6667	0.8696	0.2000		0.4809	0.6471	0.8333	0.2000
